sentence_id,event_id,event,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,coref_id,arg_start_byte_sentence,arg_end_byte_sentence,arg_start_byte_text,arg_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,major_event,temporal_rank,argument,name,name_mentions,pronoun_mentions,total_mentions,gender,gender_certainty,importance
5,1,carrying,76,84,527,535,12,59.0,75.0,510.0,526.0,,,,,verb.contact,True,2,subject,one little daughter's proud mother,1,0,1,female,1.0,tertiary
5,1,carrying,76,84,527,535,10,59.0,75.0,510.0,526.0,,,,,verb.contact,True,2,subject,one little daughter,1,15,16,female,1.0,tertiary
6,0,gave,48,52,678,682,15,36.0,47.0,666.0,677.0,,,,,verb.possession,True,3,subject,one little daughter's parents,2,1,3,group/nonbinary,1.0,tertiary
6,0,gave,48,52,678,682,10,36.0,47.0,666.0,677.0,,,,,verb.possession,True,3,subject,one little daughter,1,15,16,female,1.0,tertiary
7,1,tied,136,140,909,913,10,77.0,131.0,850.0,904.0,,,,,verb.contact,True,4,subject,one little daughter,1,15,16,female,1.0,tertiary
8,2,left,61,65,998,1002,10,15.0,18.0,952.0,955.0,74.0,80.0,1011.0,1017.0,verb.cognition,True,6,subject,one little daughter,1,15,16,female,1.0,tertiary
11,3,summoned,80,88,1377,1385,21,51.0,61.0,1348.0,1358.0,104.0,115.0,1401.0,1412.0,verb.motion,True,7,subject,the father,16,80,96,male,1.0,primary
13,2,walk,57,61,1635,1639,25,34.0,49.0,1612.0,1627.0,,,,,verb.motion,True,8,subject,ordinary people,1,0,1,unknown,0.0,tertiary
16,0,wished,11,17,2006,2012,28,7.0,10.0,2002.0,2005.0,,,,,verb.emotion,True,10,subject,The wife,7,32,39,female,1.0,secondary
17,1,stood,39,44,2212,2217,34,27.0,38.0,2200.0,2211.0,58.0,90.0,2231.0,2263.0,verb.contact,True,11,subject,the husband,5,32,37,male,1.0,secondary
18,4,said,44,48,2309,2313,37,1.0,41.0,2266.0,2306.0,,,,,verb.communication,True,12,subject,the man,5,10,15,male,1.0,tertiary
20,6,said,110,114,2515,2519,34,1.0,107.0,2406.0,2512.0,125.0,169.0,2530.0,2574.0,verb.communication,True,14,subject,the husband,5,32,37,male,1.0,secondary
22,1,know,12,16,2678,2682,39,0.0,3.0,2666.0,2669.0,,,,,verb.cognition,True,13,subject,The little girl,4,11,15,female,1.0,tertiary
23,0,ran,4,7,2801,2804,39,0.0,3.0,2797.0,2800.0,,,,,verb.motion,True,15,subject,The little girl,4,11,15,female,1.0,tertiary
25,2,smiling,65,72,3041,3048,21,3.0,13.0,2979.0,2989.0,,,,,verb.body,True,16,subject,the father,16,80,96,male,1.0,primary
26,0,knew,7,11,3215,3219,21,4.0,6.0,3212.0,3214.0,,,,,verb.cognition,True,18,subject,the father,16,80,96,male,1.0,primary
27,1,think,33,38,3299,3304,21,20.0,22.0,3286.0,3288.0,,,,,verb.cognition,True,19,subject,the father,16,80,96,male,1.0,primary
28,3,went,91,95,3490,3494,21,88.0,90.0,3487.0,3489.0,,,,,verb.motion,True,20,subject,the father,16,80,96,male,1.0,primary
29,5,said,82,86,3734,3738,30,1.0,79.0,3653.0,3731.0,99.0,136.0,3751.0,3788.0,verb.communication,True,21,subject,the mother,6,23,29,female,1.0,tertiary
29,5,said,82,86,3734,3738,51,1.0,79.0,3653.0,3731.0,99.0,136.0,3751.0,3788.0,verb.communication,True,21,subject,the child,6,19,25,female,1.0,tertiary
29,5,said,82,86,3734,3738,273,1.0,79.0,3653.0,3731.0,99.0,136.0,3751.0,3788.0,verb.communication,True,21,subject,Father,8,7,15,male,1.0,tertiary
31,1,give,21,25,3939,3943,273,13.0,15.0,3931.0,3933.0,,,,,verb.possession,True,25,subject,Father,8,7,15,male,1.0,tertiary
32,1,bring,19,24,3978,3983,273,1.0,7.0,3960.0,3966.0,,,,,verb.contact,True,24,subject,Father,8,7,15,male,1.0,tertiary
33,0,know,2,6,4025,4029,51,0.0,1.0,4023.0,4024.0,,,,,verb.cognition,True,23,subject,the child,6,19,25,female,1.0,tertiary
34,2,pray,40,44,4108,4112,51,0.0,3.0,4068.0,4071.0,64.0,82.0,4132.0,4150.0,verb.communication,True,26,subject,the child,6,19,25,female,1.0,tertiary
35,5,growing,106,113,4259,4266,51,97.0,105.0,4250.0,4258.0,,,,,verb.change,True,27,subject,the child,6,19,25,female,1.0,tertiary
36,1,looked,31,37,4335,4341,30,27.0,30.0,4331.0,4334.0,,,,,verb.perception,True,28,subject,the mother,6,23,29,female,1.0,tertiary
37,2,make,24,28,4432,4436,30,5.0,8.0,4413.0,4416.0,,,,,verb.creation,True,29,subject,the mother,6,23,29,female,1.0,tertiary
38,2,began,75,80,4554,4559,30,71.0,74.0,4550.0,4553.0,,,,,verb.change,True,30,subject,the mother,6,23,29,female,1.0,tertiary
39,1,taught,70,76,4651,4657,30,29.0,32.0,4610.0,4613.0,,,,,verb.communication,True,31,subject,the mother,6,23,29,female,1.0,tertiary
40,1,find,18,22,4720,4724,28,9.0,17.0,4711.0,4719.0,35.0,90.0,4737.0,4792.0,verb.perception,True,32,subject,The wife,7,32,39,female,1.0,secondary
41,2,finished,75,83,4869,4877,34,63.0,74.0,4857.0,4868.0,,,,,verb.change,True,33,subject,the husband,5,32,37,male,1.0,secondary
43,1,traveled,7,15,5001,5009,37,0.0,2.0,4994.0,4996.0,,,,,verb.motion,True,34,subject,the man,5,10,15,male,1.0,tertiary
44,2,meet,62,66,5170,5174,34,4.0,27.0,5112.0,5135.0,71.0,153.0,5179.0,5261.0,verb.social,True,36,subject,the husband,5,32,37,male,1.0,secondary
44,2,meet,62,66,5170,5174,31,4.0,27.0,5112.0,5135.0,71.0,153.0,5179.0,5261.0,verb.social,True,36,subject,child,4,0,4,unknown,0.0,tertiary
44,2,meet,62,66,5170,5174,68,4.0,27.0,5112.0,5135.0,71.0,153.0,5179.0,5261.0,verb.social,True,36,subject,the husband's fond wife,1,0,1,female,1.0,tertiary
45,0,rejoiced,26,34,5289,5297,37,0.0,25.0,5263.0,5288.0,,,,,verb.emotion,True,38,subject,the man,5,10,15,male,1.0,tertiary
45,0,rejoiced,26,34,5289,5297,8,0.0,25.0,5263.0,5288.0,,,,,verb.emotion,True,38,subject,a man's wife,9,5,14,female,1.0,tertiary
45,0,rejoiced,26,34,5289,5297,34,0.0,25.0,5263.0,5288.0,,,,,verb.emotion,True,38,subject,the husband,5,32,37,male,1.0,secondary
46,2,untied,91,97,5414,5420,34,68.0,85.0,5391.0,5408.0,,,,,verb.contact,True,37,subject,the husband,5,32,37,male,1.0,secondary
47,2,opened,59,65,5622,5628,21,48.0,58.0,5611.0,5621.0,,,,,verb.contact,True,39,subject,the father,16,80,96,male,1.0,primary
48,0,said,11,15,5752,5756,21,1.0,5.0,5742.0,5746.0,,,,,verb.communication,True,40,subject,the father,16,80,96,male,1.0,primary
50,2,bowed,36,41,5917,5922,51,32.0,35.0,5913.0,5916.0,51.0,64.0,5932.0,5945.0,verb.motion,True,42,subject,the child,6,19,25,female,1.0,tertiary
