sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label
0,1,had,38,41,38,41,,27.0,33.0,27.0,33.0,4,42.0,54.0,42.0,54.0,,,,,verb.possession,1
2,0,insisted,3,11,141,149,5,0.0,2.0,138.0,140.0,5,12.0,59.0,150.0,197.0,,,,,verb.communication,1
2,2,seek,43,47,181,185,,,,,,5,48.0,59.0,186.0,197.0,,,,,verb.possession,1
3,1,give,31,35,230,234,8,15.0,23.0,214.0,222.0,5,36.0,39.0,235.0,238.0,,,,,verb.possession,1
4,1,wandered,13,21,273,281,5,6.0,8.0,266.0,268.0,,,,,,,,,,verb.motion,1
4,2,came,41,45,301,305,5,38.0,40.0,298.0,300.0,9,46.0,65.0,306.0,325.0,,,,,verb.motion,1
5,0,wanted,25,31,385,391,11,15.0,24.0,375.0,384.0,11,32.0,59.0,392.0,419.0,,,,,verb.emotion,1
5,2,herd,45,49,405,409,11,15.0,24.0,375.0,384.0,11,50.0,59.0,410.0,419.0,,,,,verb.contact,1
5,3,started,73,80,433,440,11,70.0,72.0,430.0,432.0,,,,,,,,,,verb.change,1
5,4,told,84,88,444,448,11,81.0,83.0,441.0,443.0,"11,8,14",89.0,103.0,449.0,463.0,,,,,verb.communication,1
5,6,clean,114,119,474,479,11,104.0,106.0,464.0,466.0,,120.0,130.0,480.0,490.0,131.0,146.0,491.0,506.0,verb.contact,1
6,2,do,46,48,554,556,14,37.0,40.0,545.0,548.0,,49.0,61.0,557.0,569.0,74.0,136.0,582.0,644.0,verb.social,1
6,4,know,96,100,604,608,14,78.0,81.0,586.0,589.0,"388,14",101.0,136.0,609.0,644.0,,,,,verb.cognition,1
6,6,come,115,119,623,627,14,106.0,109.0,614.0,617.0,388,120.0,136.0,628.0,644.0,,,,,verb.motion,1
6,7,said,139,143,647,651,"388,14",1.0,136.0,509.0,644.0,11,144.0,146.0,652.0,654.0,,,,,verb.communication,1
7,1,do,14,16,670,672,14,5.0,8.0,661.0,664.0,14,17.0,56.0,673.0,712.0,,,,,verb.social,1
7,3,told,30,34,686,690,14,22.0,25.0,678.0,681.0,,35.0,56.0,691.0,712.0,,,,,verb.communication,1
7,4,do,38,40,694,696,14,22.0,25.0,678.0,681.0,,,,,,,,,,verb.social,1
7,8,slept,146,151,802,807,14,142.0,145.0,798.0,801.0,,,,,,,,,,verb.body,1
7,10,pay,184,187,840,843,14,164.0,178.0,820.0,834.0,,188.0,199.0,844.0,855.0,,,,,verb.possession,1
8,1,said,30,34,888,892,388,1.0,27.0,859.0,885.0,"8,14",35.0,52.0,893.0,910.0,,,,,verb.communication,1
9,0,thought,3,10,975,982,14,0.0,2.0,972.0,974.0,,11.0,60.0,983.0,1032.0,,,,,verb.cognition,1
10,8,thought,162,169,1196,1203,,,,,,14,170.0,172.0,1204.0,1206.0,,,,,verb.cognition,1
11,4,find,66,70,1304,1308,"8,14",45.0,59.0,1283.0,1297.0,,71.0,78.0,1309.0,1316.0,79.0,89.0,1317.0,1327.0,verb.perception,1
13,0,thought,0,7,1356,1363,,,,,,14,8.0,10.0,1364.0,1366.0,,,,,verb.cognition,1
13,1,dipped,16,22,1372,1378,,,,,,14,23.0,44.0,1379.0,1400.0,,,,,verb.motion,1
14,3,burn,48,52,1494,1498,,25.0,42.0,1471.0,1488.0,388,53.0,62.0,1499.0,1508.0,,,,,verb.change,1
14,4,said,65,69,1511,1515,388,1.0,62.0,1447.0,1508.0,23,70.0,79.0,1516.0,1525.0,,,,,verb.communication,1
17,1,try,8,11,1657,1660,8,1.0,2.0,1650.0,1651.0,,12.0,20.0,1661.0,1669.0,22.0,25.0,1671.0,1674.0,verb.social,1
17,2,said,28,32,1677,1681,8,1.0,25.0,1650.0,1674.0,"8,14",33.0,47.0,1682.0,1696.0,,,,,verb.communication,1
17,3,dipped,62,68,1711,1717,14,59.0,61.0,1708.0,1710.0,14,69.0,90.0,1718.0,1739.0,,,,,verb.contact,1
18,1,said,42,46,1812,1816,,1.0,39.0,1771.0,1809.0,"8,14",47.0,61.0,1817.0,1831.0,,,,,verb.communication,1
20,2,wanted,106,112,2026,2032,"8,14",91.0,105.0,2011.0,2025.0,,113.0,133.0,2033.0,2053.0,,,,,verb.emotion,1
20,3,try,116,119,2036,2039,"8,14",91.0,105.0,2011.0,2025.0,,120.0,128.0,2040.0,2048.0,130.0,133.0,2050.0,2053.0,verb.social,1
21,0,dipped,3,9,2058,2064,14,0.0,2.0,2055.0,2057.0,14,10.0,31.0,2065.0,2086.0,,,,,verb.contact,1
22,0,said,20,24,2162,2166,"8,14",5.0,19.0,2147.0,2161.0,,27.0,44.0,2169.0,2186.0,,,,,verb.communication,1
23,0,cooks,10,15,2198,2203,37,7.0,9.0,2195.0,2197.0,,16.0,20.0,2204.0,2208.0,21.0,25.0,2209.0,2213.0,verb.body,1
23,1,wonder,29,35,2217,2223,8,27.0,28.0,2215.0,2216.0,37,36.0,63.0,2224.0,2251.0,,,,,verb.cognition,1
23,2,cooks,44,49,2232,2237,37,36.0,40.0,2224.0,2228.0,,,,,,,,,,verb.possession,1
24,0,wanted,7,13,2261,2267,14,4.0,6.0,2258.0,2260.0,,14.0,20.0,2268.0,2274.0,,,,,verb.emotion,1
24,1,see,17,20,2271,2274,14,4.0,6.0,2258.0,2260.0,,,,,,,,,,verb.perception,1
26,0,sat,13,16,2359,2362,36,4.0,12.0,2350.0,2358.0,"37,38",17.0,64.0,2363.0,2410.0,,,,,verb.contact,1
