sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label
0,3,married,31,38,31,38,"20,21",0.0,14.0,0.0,14.0,,,,,,,,,,verb.social,1
1,3,arrived,62,69,136,143,22,54.0,57.0,128.0,131.0,,,,,,,,,,verb.motion,1
2,2,driven,36,42,181,187,22,0.0,3.0,145.0,148.0,,43.0,67.0,188.0,212.0,68.0,101.0,213.0,246.0,verb.motion,1
5,2,wondered,69,77,596,604,28,54.0,68.0,581.0,595.0,,,,,,,,,,verb.cognition,1
7,0,cried,5,10,639,644,28,0.0,4.0,634.0,638.0,,,,,,,,,,verb.communication,1
7,1,threw,21,26,655,660,28,16.0,20.0,650.0,654.0,",25",27.0,31.0,661.0,665.0,47.0,65.0,681.0,699.0,verb.contact,1
8,2,receive,52,59,753,760,31,26.0,36.0,727.0,737.0,25,60.0,63.0,761.0,764.0,,,,,verb.contact,1
10,0,saw,8,11,834,837,31,5.0,7.0,831.0,833.0,25,12.0,15.0,838.0,841.0,,,,,verb.perception,1
10,1,sank,19,23,845,849,31,16.0,18.0,842.0,844.0,,,,,,,,,,verb.motion,1
10,2,kissed,43,49,869,875,31,16.0,18.0,842.0,844.0,25,50.0,58.0,876.0,884.0,,,,,verb.contact,1
11,1,murmured,33,41,919,927,31,30.0,32.0,916.0,918.0,,,,,,,,,,verb.communication,1
12,0,blushed,25,32,1001,1008,25,5.0,24.0,981.0,1000.0,,,,,,,,,,verb.body,1
13,2,said,36,40,1046,1050,25,1.0,33.0,1011.0,1043.0,"34,33",41.0,53.0,1051.0,1063.0,,,,,verb.communication,1
15,1,saying,45,51,1196,1202,36,24.0,33.0,1175.0,1184.0,,54.0,97.0,1205.0,1248.0,,,,,verb.communication,1
16,0,gave,14,18,1263,1267,20,5.0,13.0,1254.0,1262.0,38,19.0,66.0,1268.0,1315.0,,,,,verb.communication,1
