clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Little Boy Blue,2,30,111,141,Little Boy Blue,male,1.0,primary
The Squire/the Squire,187,30,33,63,The Squire,male,0.9375,secondary
the boy,17,11,43,54,the boy,male,1.0,secondary
Little Boy Blue--his mother/His mother,53,16,25,41,Little Boy Blue's mother,female,0.6612903225806451,tertiary
the widow,18,3,18,21,the widow,female,1.0,tertiary
Isaac,3,5,8,13,Isaac,male,1.0,tertiary
the child,44,5,7,12,the child,male,1.0,tertiary
The Squire 's daughter/the Squire 's daughter,46,5,7,12,The Squire 's daughter,female,1.0,tertiary
this little boy,201,1,9,10,this little boy,male,1.0,tertiary
a poor widow who supported herself and her only son--a poor widow who supported herself and her only son,5,1,8,9,a poor widow who supported herself and her only son's poor widow who supported herself and her only son,female,1.0,tertiary
Little Boy Blue--his dear mother,89,2,6,8,Little Boy Blue's dear mother,female,0.65,tertiary
the great man,30,1,7,8,the great man,male,1.0,tertiary
the poor woman,91,2,6,8,the poor woman,female,1.0,tertiary
the doctor,206,7,1,8,the doctor,male,1.0,tertiary
the boy--my mother/My mother,191,2,5,7,the boy's mother,female,1.0,tertiary
Madge/Mistress Madge,1,4,2,6,Madge,female,1.0,tertiary
The poor widow/the poor widow,54,2,4,6,The poor widow,female,1.0,tertiary
The young lady,40,1,5,6,The young lady,female,1.0,tertiary
a little boy,33,1,4,5,a little boy,male,1.0,tertiary
a poor widow who supported herself and her only son's poor widow who supported herself and her only son--her lovely boy,15,1,4,5,a poor widow who supported herself and her only son's poor widow who supported herself and her only son's lovely boy,male,1.0,tertiary
a poor widow who supported herself and her only son's poor widow who supported herself and her only son's lovely boy--his good mother,16,1,3,4,a poor widow who supported herself and her only son's poor widow who supported herself and her only son's lovely boy's good mother,female,1.0,tertiary
father,199,1,3,4,father,male,1.0,tertiary
the browsing cows,135,1,2,3,the browsing cows,group/nonbinary,1.0,tertiary
sir,190,3,0,3,sir,unknown,0.0,tertiary
the boy--your mother,213,2,1,3,the boy's mother,female,1.0,tertiary
the great man--his daughter,32,3,0,3,the great man's daughter,unknown,0.0,tertiary
dear,209,1,1,2,dear,unknown,0.0,tertiary
Squire,4,1,1,2,Squire,unknown,0.0,tertiary
the widow--her son,25,2,0,2,the widow's son,unknown,0.0,tertiary
the shepherd boy,149,1,0,1,the shepherd boy,male,1.0,tertiary
a child,128,1,0,1,a child,unknown,0.0,tertiary
friends,183,1,0,1,friends,unknown,0.0,tertiary
their good friend,179,1,0,1,their good friend,unknown,0.0,tertiary
Little Boy Blue--no one he could ask to stay with her,121,1,0,1,Little Boy Blue's one he could ask to stay with her,male,1.0,tertiary
Madge/Mistress Madge--her own maid,169,1,0,1,Madge's own maid,unknown,0.0,tertiary
the men at work,122,1,0,1,the men at work,male,1.0,tertiary
"the Squire 's daughter , who sat embroidering upon the porch of the great house",125,1,0,1,"the Squire 's daughter , who sat embroidering upon the porch of the great house",unknown,0.0,tertiary
children,129,1,0,1,children,unknown,0.0,tertiary
The Squire 's daughter/the Squire 's daughter--her father,152,1,0,1,The Squire 's daughter's father,male,1.0,tertiary
older people,130,1,0,1,older people,unknown,0.0,tertiary
The Squire/the Squire--your poor mother,230,1,0,1,The Squire's poor mother,female,1.0,tertiary
no one near to help us in our trouble,227,1,0,1,no one near to help us in our trouble,unknown,0.0,tertiary
the boy--my poor mother,223,1,0,1,the boy's poor mother,female,1.0,tertiary
a farmer 's lad who chanced to pass by,144,1,0,1,a farmer 's lad who chanced to pass by,unknown,0.0,tertiary
a baby,218,1,0,1,a baby,unknown,0.0,tertiary
the good man,106,1,0,1,the good man,male,1.0,tertiary
the good Squire,156,1,0,1,the good Squire,unknown,0.0,tertiary
The poor widow/the poor widow--her darling son,57,1,0,1,The poor widow's darling son,unknown,0.0,tertiary
patient,212,1,0,1,patient,unknown,0.0,tertiary
papa,203,1,0,1,papa,unknown,0.0,tertiary
the reapers,8,1,0,1,the reapers,unknown,0.0,tertiary
the widow--her boy,20,1,0,1,the widow's boy,male,1.0,tertiary
the widow--her child,23,1,0,1,the widow's child,unknown,0.0,tertiary
a prince in a fairy tale,28,1,0,1,a prince in a fairy tale,male,1.0,tertiary
the great man--my child,189,1,0,1,the great man's child,unknown,0.0,tertiary
mistress Madge,38,1,0,1,mistress Madge,unknown,0.0,tertiary
our shepherd,197,1,0,1,our shepherd,unknown,0.0,tertiary
a boy,200,1,0,1,a boy,male,1.0,tertiary
The Squire/the Squire--my little man,202,1,0,1,The Squire's little man,male,1.0,tertiary
no Squire,204,1,0,1,no Squire,unknown,0.0,tertiary
mamma,207,1,0,1,mamma,unknown,0.0,tertiary
a prettier shepherd boy than this,205,1,0,1,a prettier shepherd boy than this,male,1.0,tertiary
a kind master,56,1,0,1,a kind master,unknown,0.0,tertiary
a poor widow who supported herself and her only son's poor widow who supported herself and her only son--her only son,6,1,0,1,a poor widow who supported herself and her only son's poor widow who supported herself and her only son's only son,unknown,0.0,tertiary
the Squire 's steward,60,1,0,1,the Squire 's steward,unknown,0.0,tertiary
a very good shepherd boy,64,1,0,1,a very good shepherd boy,male,1.0,tertiary
the small shepherd,70,1,0,1,the small shepherd,unknown,0.0,tertiary
the sheep,72,1,0,1,the sheep,unknown,0.0,tertiary
the boy--his darling mother,81,1,0,1,the boy's darling mother,female,1.0,tertiary
no neighbors,92,1,0,1,no neighbors,unknown,0.0,tertiary
Little Boy Blue--a boy who loves to serve and care for his mother,185,1,0,1,Little Boy Blue's boy who loves to serve and care for his mother,female,0.5,tertiary
