sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
There once lived a poor widow who supported herself and her only son by gleaning in the fields the stalks of grain that had been missed by the reapers. ,supported,BEFORE,"He had big blue eyes, and fair golden curls, and he loved his good mother very dearly, and was never more pleased than when she allowed him to help her with her work. ",loved,0,3,1,1
"He had big blue eyes, and fair golden curls, and he loved his good mother very dearly, and was never more pleased than when she allowed him to help her with her work. ",loved,BEFORE,"And so the years passed happily away till the boy was eight years old, but then the widow fell sick, and their little store of money melted gradually away. ",fell,3,4,1,2
"And so the years passed happily away till the boy was eight years old, but then the widow fell sick, and their little store of money melted gradually away. ",fell,BEFORE,"""I don't know what we shall do for bread,"" she said, kissing her boy with tears in her eyes, ""for I am not yet strong enough to work, and we have no money left."" ",kissing,4,5,2,5
"""I don't know what we shall do for bread,"" she said, kissing her boy with tears in her eyes, ""for I am not yet strong enough to work, and we have no money left."" ",kissing,BEFORE,"""But I can work,"" answered the boy; ",work,5,6,5,1
"""But I can work,"" answered the boy; ",work,BEFORE," ""and I'm sure if I go to the Squire up at the Hall he will give me something to do."" ",give,6,7,1,3
" ""and I'm sure if I go to the Squire up at the Hall he will give me something to do."" ",give,AFTER,"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",loved,7,8,3,2
"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",loved,BEFORE,"Being too proud to allow her son to go to the great house in his ragged clothes, she made him a new suit out of a pretty blue dress she had herself worn in happier times, and when it was finished and the boy dressed in it, he looked as pretty as a prince in a fairy tale. ",dressed,8,9,2,8
"Being too proud to allow her son to go to the great house in his ragged clothes, she made him a new suit out of a pretty blue dress she had herself worn in happier times, and when it was finished and the boy dressed in it, he looked as pretty as a prince in a fairy tale. ",dressed,BEFORE,"His trousers were blue, also, and she took the silver buckles from her own shoes and put them on his, that he might appear the finer. ",took,9,11,8,1
"His trousers were blue, also, and she took the silver buckles from her own shoes and put them on his, that he might appear the finer. ",took,BEFORE,And then she brushed his curls and placed his big straw hat upon them and sent him away with a kiss to see the Squire. ,placed,11,12,1,1
And then she brushed his curls and placed his big straw hat upon them and sent him away with a kiss to see the Squire. ,placed,BEFORE,"It so happened that the great man was walking in his garden with his daughter Madge that morning, and was feeling in an especially happy mood, so that when he suddenly looked up and saw a little boy before him, he said, kindly, ""Well, my child, what can I do for you?"" ",said,12,13,1,7
"It so happened that the great man was walking in his garden with his daughter Madge that morning, and was feeling in an especially happy mood, so that when he suddenly looked up and saw a little boy before him, he said, kindly, ""Well, my child, what can I do for you?"" ",said,BEFORE,"""If you please, sir,"" said the boy, bravely, although he was frightened at meeting the Squire face to face, ""I want you to give me some work to do, so that I can earn money."" ",earn,13,14,7,8
"""If you please, sir,"" said the boy, bravely, although he was frightened at meeting the Squire face to face, ""I want you to give me some work to do, so that I can earn money."" ",earn,BEFORE,"repeated the Squire, ""why do you wish to earn money?"" ",earn,14,16,8,3
"repeated the Squire, ""why do you wish to earn money?"" ",earn,AFTER,"We are very poor, and since she is no longer able to work for me I wish to work for her."" ",work,16,18,3,2
"We are very poor, and since she is no longer able to work for me I wish to work for her."" ",work,BEFORE,"""But what can you do?"" ",do,18,19,2,1
"""But what can you do?"" ",do,BEFORE,asked the Squire; ,asked,19,20,1,0
asked the Squire; ,asked,AFTER,"""I could earn something, sir, couldn't I?"" ",earn,20,22,0,1
"""I could earn something, sir, couldn't I?"" ",earn,BEFORE,"His tone was so pleading that mistress Madge was unable to resist it, and even the Squire was touched. ",resist,22,23,1,3
"His tone was so pleading that mistress Madge was unable to resist it, and even the Squire was touched. ",resist,BEFORE,"The young lady came forward and took the boy's hand in her own, and pressing back his curls, she kissed his fair cheek. ",kissed,23,24,3,3
"The young lady came forward and took the boy's hand in her own, and pressing back his curls, she kissed his fair cheek. ",kissed,BEFORE,"""You shall be our shepherd,"" she said, pleasantly, ""and keep the sheep out of the meadows and the cows from getting into the corn. ",said,24,25,3,2
"""You shall be our shepherd,"" she said, pleasantly, ""and keep the sheep out of the meadows and the cows from getting into the corn. ",said,AFTER,"You know, father,"" she continued, turning to the Squire, ""it was only yesterday you said you must get a boy to tend the sheep, and this little boy can do it nicely."" ",tend,25,26,2,7
"You know, father,"" she continued, turning to the Squire, ""it was only yesterday you said you must get a boy to tend the sheep, and this little boy can do it nicely."" ",tend,BEFORE,"""Very well,"" replied the Squire, ""it shall be as you say, and if he is attentive and watchful he will be able to save me a good bit of trouble and so really earn his money."" ",earn,26,27,7,8
"""Very well,"" replied the Squire, ""it shall be as you say, and if he is attentive and watchful he will be able to save me a good bit of trouble and so really earn his money."" ",earn,BEFORE,"Then he turned to the child and said, ""Come to me in the morning, my little man, and I will give you a silver horn to blow, that you may call the sheep and the cows whenever they go astray. ",Come,27,28,8,2
"Then he turned to the child and said, ""Come to me in the morning, my little man, and I will give you a silver horn to blow, that you may call the sheep and the cows whenever they go astray. ",Come,BEFORE," ""I shall call him Little Boy Blue, since he is dressed in blue from head to foot, and his dress but matches his eyes. ",call,28,32,2,1
" ""I shall call him Little Boy Blue, since he is dressed in blue from head to foot, and his dress but matches his eyes. ",call,BEFORE,"And you must give him a good wage, also, for surely no Squire before ever had a prettier shepherd boy than this."" ",give,32,33,1,1
"And you must give him a good wage, also, for surely no Squire before ever had a prettier shepherd boy than this."" ",give,AFTER,"""Very good,"" said the Squire, cheerfully, as he pinched his daughter's rosy cheek; ",pinched,33,34,1,1
"""Very good,"" said the Squire, cheerfully, as he pinched his daughter's rosy cheek; ",pinched,BEFORE," ""be watchful, Little Boy Blue, and you shall be well paid."" ",paid,34,35,1,3
" ""be watchful, Little Boy Blue, and you shall be well paid."" ",paid,AFTER,"Then Little Boy Blue thanked them both very sweetly and ran back over the hill and into the valley where his home lay nestled by the river-side, to tell the good news to his mother. ",nestled,35,36,3,3
"Then Little Boy Blue thanked them both very sweetly and ran back over the hill and into the valley where his home lay nestled by the river-side, to tell the good news to his mother. ",nestled,BEFORE,"The poor widow wept tears of joy when she heard his story, and smiled when he told her that his name was to be Little Boy Blue. ",told,36,37,3,3
"The poor widow wept tears of joy when she heard his story, and smiled when he told her that his name was to be Little Boy Blue. ",told,BEFORE,She knew the Squire was a kind master and would be good to her darling son. ,knew,37,38,3,0
She knew the Squire was a kind master and would be good to her darling son. ,knew,BEFORE,"Early the next morning Little Boy Blue was at the Hall, and the Squire's steward gave him a new silver horn, that glistened brightly in the sunshine, and a golden cord to fasten it around his neck. ",gave,38,39,0,1
"Early the next morning Little Boy Blue was at the Hall, and the Squire's steward gave him a new silver horn, that glistened brightly in the sunshine, and a golden cord to fasten it around his neck. ",gave,BEFORE,"And then he was given charge of the sheep and the cows, and told to keep them from straying into the meadowlands and the fields of grain. ",told,39,40,1,2
"And then he was given charge of the sheep and the cows, and told to keep them from straying into the meadowlands and the fields of grain. ",told,BEFORE,"His mother needed food no longer, for the Squire paid her son liberally and the Squire's daughter made a favorite of the small shepherd and loved to hear the call of his silver horn echoing amongst the hills. ",loved,40,42,2,3
"His mother needed food no longer, for the Squire paid her son liberally and the Squire's daughter made a favorite of the small shepherd and loved to hear the call of his silver horn echoing amongst the hills. ",loved,BEFORE,"Even the sheep and the cows were fond of him, and always obeyed the sound of his horn; ",obeyed,42,43,3,1
"Even the sheep and the cows were fond of him, and always obeyed the sound of his horn; ",obeyed,BEFORE," therefore the Squire's corn thrived finely, and was never trampled. ",trampled,43,44,1,2
" therefore the Squire's corn thrived finely, and was never trampled. ",trampled,BEFORE,"Little Boy Blue was now very happy, and his mother was proud and contented and began to improve in health. ",improve,44,45,2,4
"Little Boy Blue was now very happy, and his mother was proud and contented and began to improve in health. ",improve,BEFORE,After a few weeks she became strong enough to leave the cottage and walk a little in the fields each day; ,became,45,46,4,0
After a few weeks she became strong enough to leave the cottage and walk a little in the fields each day; ,became,BEFORE," but she could not go far, because her limbs were too feeble to support her long, so the most she could attempt was to walk as far as the stile to meet Little Boy Blue as he came home from work in the evening. ",meet,46,47,0,8
" but she could not go far, because her limbs were too feeble to support her long, so the most she could attempt was to walk as far as the stile to meet Little Boy Blue as he came home from work in the evening. ",meet,BEFORE,"Then she would lean on his shoulder and return to the cottage with him, and the boy was very glad he could thus support his darling mother and assist her faltering steps. ",support,47,48,8,4
"Then she would lean on his shoulder and return to the cottage with him, and the boy was very glad he could thus support his darling mother and assist her faltering steps. ",support,BEFORE,"Little Boy Blue came homeward one evening very light of heart and whistled merrily as he walked, for he thought he should find his mother awaiting him at the stile and a good supper spread upon the table in the little cottage. ",came,48,50,4,0
"Little Boy Blue came homeward one evening very light of heart and whistled merrily as he walked, for he thought he should find his mother awaiting him at the stile and a good supper spread upon the table in the little cottage. ",came,BEFORE,"But when he came to the stile his mother was not in sight, and in answer to his call a low moan of pain reached his ears. ",came,50,51,0,0
"But when he came to the stile his mother was not in sight, and in answer to his call a low moan of pain reached his ears. ",came,BEFORE,"Little Boy Blue sprang over the stile and found lying upon the ground his dear mother, her face white and drawn with suffering, and tears of anguish running down her cheeks. ",lying,51,52,0,2
"Little Boy Blue sprang over the stile and found lying upon the ground his dear mother, her face white and drawn with suffering, and tears of anguish running down her cheeks. ",lying,AFTER,"For she had slipped upon the stile and fallen, and her leg was broken! ",broken,52,53,2,4
"For she had slipped upon the stile and fallen, and her leg was broken! ",broken,BEFORE,"Little Boy Blue ran to the cottage for water and bathed the poor woman's face, and raised her head that she might drink. ",bathed,53,54,4,1
"Little Boy Blue ran to the cottage for water and bathed the poor woman's face, and raised her head that she might drink. ",bathed,BEFORE,"There were no neighbors, for the cottage stood all alone by the river, so the child was obliged to support his mother in his arms as best he could while she crawled painfully back to the cottage. ",support,54,55,1,4
"There were no neighbors, for the cottage stood all alone by the river, so the child was obliged to support his mother in his arms as best he could while she crawled painfully back to the cottage. ",support,BEFORE,"Fortunately, it was not far, and at last she was safely laid upon her bed. ",laid,55,56,4,2
"Fortunately, it was not far, and at last she was safely laid upon her bed. ",laid,BEFORE,Then Little Boy Blue began to think what he should do next. ,think,56,57,2,1
Then Little Boy Blue began to think what he should do next. ,think,BEFORE,"""Can I leave you alone while I go for the doctor, mamma?"" ",leave,57,58,1,1
