clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Sultan/old Sultan/Old Sultan,0,6,16,22,Sultan,male,1.0,primary
The wolf/the wolf,11,4,15,19,The wolf,male,1.0,primary
old fellow,29,2,13,15,old fellow,unknown,0.0,primary
the father,13,1,8,9,the father,male,1.0,secondary
the poor dog,6,1,7,8,the poor dog,male,1.0,secondary
old fellow--your master,30,2,6,8,old fellow's master,group/nonbinary,0.8,secondary
The dog,12,1,6,7,The dog,male,1.0,secondary
the child,35,2,5,7,the child,unknown,0.0,secondary
the man,2,1,5,6,the man,male,1.0,tertiary
the man--His wife/his wife,4,4,1,5,the man's wife,female,1.0,tertiary
the poor thing,21,2,3,5,the poor thing,female,1.0,tertiary
the husband,7,1,2,3,the husband,male,1.0,tertiary
the master,17,1,2,3,the master,unknown,0.0,tertiary
the child--its parents,37,1,1,2,the child's parents,group/nonbinary,1.0,tertiary
The wolf/the wolf--his second,23,1,0,1,The wolf's second,unknown,0.0,tertiary
their antagonists,24,1,0,1,their antagonists,unknown,0.0,tertiary
any one there,26,1,0,1,any one there,unknown,0.0,tertiary
the master--you traitor,44,1,0,1,the master's traitor,unknown,0.0,tertiary
the faithful Sultan,18,1,0,1,the faithful Sultan,unknown,0.0,tertiary
"a peasant who owned a faithful dog called Sultan , now grown so old that he had lost all his teeth , and could lay hold of nothing",1,1,0,1,"a peasant who owned a faithful dog called Sultan , now grown so old that he had lost all his teeth , and could lay hold of nothing",unknown,0.0,tertiary
The wolf/the wolf--my master,43,1,0,1,The wolf's master,unknown,0.0,tertiary
old fellow--a fat sheep of your master 's,40,1,0,1,old fellow's fat sheep of your master 's,unknown,0.0,tertiary
the father--his child,14,1,0,1,the father's child,unknown,0.0,tertiary
old fellow's master--their child,32,1,0,1,old fellow's master's child,unknown,0.0,tertiary
the poor dog--his great friend,9,1,0,1,the poor dog's great friend,unknown,0.0,tertiary
no thief,28,1,0,1,no thief,unknown,0.0,tertiary
the culprit,45,1,0,1,the culprit,unknown,0.0,tertiary
