clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the father/The father,4,5,59,64,the father,male,1.0,primary
"the young man , with the quickness of a bird",31,1,19,20,"the young man , with the quickness of a bird",male,1.0,tertiary
the father/The father--My son/my son,37,3,12,15,the father's son,unknown,0.0,tertiary
the father/The father--his father,13,4,7,11,the father's father,male,1.0,tertiary
Iadilla,0,4,6,10,Iadilla,male,1.0,tertiary
the boy--My father/my father,36,4,6,10,the boy's father,male,1.0,tertiary
The son,20,2,8,10,The son,male,1.0,tertiary
the boy,17,1,6,7,the boy,male,1.0,tertiary
the father/The father--his son,5,5,2,7,the father's son,male,1.0,tertiary
The lad,14,1,5,6,The lad,male,1.0,tertiary
the old man,30,1,4,5,the old man,male,1.0,tertiary
a man,12,3,0,3,a man,male,1.0,tertiary
men,52,1,1,2,men,male,1.0,tertiary
The son--your father,41,1,1,2,The son's father,male,1.0,tertiary
the sufferer,47,1,0,1,the sufferer,unknown,0.0,tertiary
the father/The father--my parent,46,1,0,1,the father's parent,unknown,0.0,tertiary
the loser,45,1,0,1,the loser,unknown,0.0,tertiary
An old man,1,1,0,1,An old man,male,1.0,tertiary
the beloved of battle,40,1,0,1,the beloved of battle,unknown,0.0,tertiary
the chieftains,39,1,0,1,the chieftains,unknown,0.0,tertiary
the father's son--your aged father,38,1,0,1,the father's son's aged father,male,1.0,tertiary
an only son,2,1,0,1,an only son,unknown,0.0,tertiary
the young Iadilla,7,1,0,1,the young Iadilla,unknown,0.0,tertiary
the father/The father--his people,6,1,0,1,the father's people,unknown,0.0,tertiary
come to that age which is thought to be most proper to make the long and final fast which is to secure through life a guardian genius or spirit,3,1,0,1,come to that age which is thought to be most proper to make the long and final fast which is to secure through life a guardian genius or spirit,unknown,0.0,tertiary
a warrior,54,1,0,1,a warrior,unknown,0.0,tertiary
