sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label
1,4,destroy,142,149,438,445,,107.0,138.0,403.0,434.0,8,150.0,177.0,446.0,473.0,,,,,verb.creation,1
1,5,fell,158,162,454,458,,,,,,8,163.0,177.0,459.0,473.0,,,,,verb.change,1
2,0,made,3,7,478,482,8,0.0,2.0,475.0,477.0,"8,12",8.0,27.0,483.0,502.0,57.0,88.0,532.0,563.0,verb.social,1
2,1,decoy,31,36,506,511,8,0.0,2.0,475.0,477.0,"8,12",37.0,40.0,512.0,515.0,57.0,72.0,532.0,547.0,verb.social,1
3,4,thinned,73,80,638,645,0,47.0,65.0,612.0,630.0,8,81.0,83.0,646.0,648.0,108.0,125.0,673.0,690.0,verb.change,1
5,0,had,3,6,779,782,8,0.0,2.0,776.0,778.0,,7.0,64.0,783.0,840.0,,,,,verb.possession,1
5,1,assume,20,26,796,802,8,0.0,2.0,776.0,778.0,,27.0,64.0,803.0,840.0,,,,,verb.cognition,1
5,3,challenge,91,100,867,876,8,77.0,80.0,853.0,856.0,8,101.0,129.0,877.0,905.0,,,,,verb.competition,1
5,4,sought,112,118,888,894,8,109.0,111.0,885.0,887.0,,119.0,129.0,895.0,905.0,,,,,verb.contact,1
5,5,destroy,122,129,898,905,8,109.0,111.0,885.0,887.0,,,,,,,,,,verb.creation,1
6,0,had,3,6,927,930,8,0.0,2.0,924.0,926.0,8,7.0,65.0,931.0,989.0,,,,,verb.possession,1
6,2,ran,33,36,957,960,8,9.0,20.0,933.0,944.0,,,,,,,,,,verb.motion,1
6,4,ran,81,84,1005,1008,8,71.0,73.0,995.0,997.0,,85.0,103.0,1009.0,1027.0,104.0,158.0,1028.0,1082.0,verb.motion,1
8,0,ran,17,20,1167,1170,8,14.0,16.0,1164.0,1166.0,,,,,,,,,,verb.motion,1
8,2,known,48,53,1198,1203,,,,,,18,54.0,78.0,1204.0,1228.0,,,,,verb.cognition,1
8,3,beat,57,61,1207,1211,17,32.0,38.0,1182.0,1188.0,18,62.0,78.0,1212.0,1228.0,,,,,verb.competition,1
9,1,pressed,21,28,1250,1257,8,14.0,16.0,1243.0,1245.0,,,,,,,,,,verb.competition,1
9,2,changed,38,45,1267,1274,8,1.0,16.0,1230.0,1245.0,8,46.0,53.0,1275.0,1282.0,,,,,verb.change,1
9,5,leave,129,134,1358,1363,8,35.0,37.0,1264.0,1266.0,"8,19",135.0,149.0,1364.0,1378.0,,,,,verb.cognition,1
10,2,running,97,104,1484,1491,21,67.0,80.0,1454.0,1467.0,,,,,,,,,,verb.motion,1
11,1,called,25,31,1526,1532,8,22.0,24.0,1523.0,1525.0,"21,22",32.0,36.0,1533.0,1537.0,46.0,86.0,1547.0,1587.0,verb.communication,1
12,1,die,18,21,1607,1610,21,0.0,4.0,1589.0,1593.0,,,,,,,,,,verb.change,1
12,3,called,30,36,1619,1625,21,0.0,4.0,1589.0,1593.0,22,37.0,44.0,1626.0,1633.0,,,,,verb.communication,1
13,2,assuming,89,97,1724,1732,24,22.0,32.0,1657.0,1667.0,,98.0,112.0,1733.0,1747.0,,,,,verb.creation,1
13,5,overcome,182,190,1817,1825,8,175.0,177.0,1810.0,1812.0,,,,,,,,,,verb.competition,1
