clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Monedowa,2,35,102,137,Monedowa,male,1.0,primary
The manito/the manito,24,18,34,52,The manito,male,1.0,secondary
Minda,1,14,36,50,Minda,female,1.0,secondary
a wicked manito,8,1,35,36,a wicked manito,male,1.0,tertiary
the widow/The widow,84,9,22,31,the widow,female,1.0,tertiary
The mudjee monedo/the mudjee monedo,135,6,14,20,The mudjee monedo,male,1.0,tertiary
the old manito,167,5,15,20,the old manito,male,1.0,tertiary
Mudjee Monedo/The mudjee monedo/The Mudjee Monedo/this same Mudjee Monedo,0,4,13,17,Mudjee Monedo,male,1.0,tertiary
The bird lover of course,93,1,15,16,The bird lover of course,male,1.0,tertiary
The poor bird,72,1,13,14,The poor bird,male,1.0,tertiary
the mother/The mother,44,4,10,14,the mother,female,1.0,tertiary
the poor widow woman,209,1,8,9,the poor widow woman,female,1.0,tertiary
This widow--her daughter,39,4,4,8,This widow's daughter,female,1.0,tertiary
the widow 's family/The widow 's family,111,2,6,8,the widow 's family,group/nonbinary,1.0,tertiary
The young hunter/the young hunter,158,5,2,7,The young hunter,male,1.0,tertiary
Monedowa--my mother/My mother,227,3,3,6,Monedowa's mother,female,1.0,tertiary
This widow,37,1,5,6,This widow,female,1.0,tertiary
men,12,3,3,6,men,male,1.0,tertiary
Monedowa--my friend/My friend,236,4,2,6,Monedowa's friend,unknown,0.0,tertiary
the daughter/The daughter--her mother,60,5,0,5,the daughter's mother,female,1.0,tertiary
the daughter/The daughter,59,2,3,5,the daughter,female,1.0,tertiary
the widow woman/The widow woman,53,2,3,5,the widow woman,female,1.0,tertiary
Monedowa--his wife,131,3,2,5,Monedowa's wife,female,1.0,tertiary
the mother/The mother--her son,48,2,3,5,the mother's son,male,1.0,tertiary
the young men,21,1,4,5,the young men,male,1.0,tertiary
the son--his father,46,2,2,4,the son's father,male,1.0,tertiary
the young boys,28,1,3,4,the young boys,male,1.0,tertiary
the son,45,1,3,4,the son,male,1.0,tertiary
the wicked manito,118,3,1,4,the wicked manito,male,1.0,tertiary
the monedo,43,1,2,3,the monedo,male,1.0,tertiary
