sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label,major_event
1,0,thinks,7,13,91,97,8,0.0,6.0,84.0,90.0,,14.0,39.0,98.0,123.0,41.0,101.0,125.0,185.0,verb.cognition,1,True
3,1,pointing,65,73,340,348,11,46.0,57.0,321.0,332.0,,74.0,86.0,349.0,361.0,,,,,verb.communication,1,True
4,3,pointed,73,80,436,443,12,37.0,47.0,400.0,410.0,,81.0,93.0,444.0,456.0,,,,,verb.communication,1,True
5,1,invented,28,36,486,494,,0.0,23.0,458.0,481.0,"13,4",37.0,104.0,495.0,562.0,,,,,verb.creation,1,True
7,3,foretold,49,57,652,660,,34.0,42.0,637.0,645.0,"16,18,17",58.0,91.0,661.0,694.0,,,,,verb.communication,1,True
8,1,walk,35,39,731,735,16,19.0,22.0,715.0,718.0,,,,,,,,,,verb.motion,1,True
9,0,looked,7,13,877,883,16,3.0,6.0,873.0,876.0,,14.0,50.0,884.0,920.0,,,,,verb.perception,1,True
10,0,came,30,34,1013,1017,"16,4,17",16.0,29.0,999.0,1012.0,,35.0,49.0,1018.0,1032.0,,,,,verb.motion,1,True
11,2,succeeded,34,43,1068,1077,4,0.0,5.0,1034.0,1039.0,"5,4,22",44.0,71.0,1078.0,1105.0,,,,,verb.social,1,True
12,1,troubled,28,36,1135,1143,4,0.0,15.0,1107.0,1122.0,"23,6",37.0,55.0,1144.0,1162.0,,,,,verb.emotion,1,True
13,1,make,21,25,1185,1189,24,0.0,10.0,1164.0,1174.0,"24,25",26.0,38.0,1190.0,1202.0,,,,,verb.creation,1,True
14,5,conquer,88,95,1347,1354,27,70.0,76.0,1329.0,1335.0,6,96.0,99.0,1355.0,1358.0,,,,,verb.creation,1,True
15,0,declared,14,22,1374,1382,4,8.0,13.0,1368.0,1373.0,28,23.0,44.0,1383.0,1404.0,,,,,verb.communication,1,True
16,0,attacked,19,27,1503,1511,31,0.0,11.0,1484.0,1495.0,32,28.0,37.0,1512.0,1521.0,,,,,verb.competition,1,True
17,2,trying,56,62,1643,1649,35,6.0,20.0,1593.0,1607.0,35,63.0,80.0,1650.0,1667.0,,,,,verb.social,1,True
18,2,escape,102,108,1846,1852,28,64.0,88.0,1808.0,1832.0,,,,,,,,,,verb.motion,1,True
19,4,conquer,82,89,1947,1954,4,72.0,74.0,1937.0,1939.0,33,90.0,102.0,1955.0,1967.0,,,,,verb.social,1,True
20,0,invented,21,29,2032,2040,4,18.0,20.0,2029.0,2031.0,"9,11",30.0,43.0,2041.0,2054.0,92.0,101.0,2103.0,2112.0,verb.creation,1,True
21,4,confound,102,110,2248,2256,,,,,,"46,4",111.0,118.0,2257.0,2264.0,,,,,verb.cognition,1,True
22,0,declared,12,20,2278,2286,4,0.0,5.0,2266.0,2271.0,6,21.0,38.0,2287.0,2304.0,,,,,verb.communication,1,True
23,1,led,49,52,2355,2358,4,0.0,2.0,2306.0,2308.0,,53.0,60.0,2359.0,2366.0,,,,,verb.motion,1,True
25,3,resorted,70,78,2486,2494,4,61.0,63.0,2477.0,2479.0,,79.0,87.0,2495.0,2503.0,,,,,verb.consumption,1,True
26,0,saying,9,15,2514,2520,4,5.0,8.0,2510.0,2513.0,,16.0,50.0,2521.0,2555.0,,,,,verb.communication,1,True
27,2,confused,53,61,2666,2674,"54,53",14.0,39.0,2627.0,2652.0,,,,,,,,,,verb.cognition,1,True
28,0,pointing,9,17,2685,2693,,,,,,9,18.0,34.0,2694.0,2710.0,,,,,verb.communication,1,True
29,2,came,68,72,2846,2850,57,63.0,67.0,2841.0,2845.0,,73.0,87.0,2851.0,2865.0,,,,,verb.motion,1,True
30,3,cross,79,84,2946,2951,"46,4",0.0,34.0,2867.0,2901.0,,,,,,,,,,verb.motion,1,True
31,2,shut,67,71,3020,3024,6,15.0,28.0,2968.0,2981.0,6,72.0,79.0,3025.0,3032.0,,,,,verb.contact,1,True
32,4,overtaken,91,100,3163,3172,4,72.0,74.0,3144.0,3146.0,28,101.0,110.0,3173.0,3182.0,111.0,137.0,3183.0,3209.0,verb.motion,1,True
33,5,pitched,98,105,3309,3316,4,83.0,91.0,3294.0,3302.0,,,,,,,,,,verb.motion,1,True
34,2,came,83,87,3449,3453,4,80.0,82.0,3446.0,3448.0,,88.0,97.0,3454.0,3463.0,,,,,verb.motion,1,True
38,1,attracted,33,42,3702,3711,4,11.0,28.0,3680.0,3697.0,,43.0,80.0,3712.0,3749.0,,,,,verb.emotion,1,True
41,3,try,65,68,3981,3984,4,56.0,58.0,3972.0,3974.0,"46,4",69.0,196.0,3985.0,4112.0,,,,,verb.social,1,True
42,3,invented,38,46,4152,4160,4,35.0,37.0,4149.0,4151.0,,47.0,61.0,4161.0,4175.0,,,,,verb.creation,1,True
43,3,make,58,62,4235,4239,"46,4",43.0,54.0,4220.0,4231.0,,63.0,67.0,4240.0,4244.0,,,,,verb.social,1,True
44,1,attacked,46,54,4348,4356,4,0.0,5.0,4302.0,4307.0,6,55.0,75.0,4357.0,4377.0,,,,,verb.competition,1,True
45,3,troubled,69,77,4448,4456,,51.0,58.0,4430.0,4437.0,4,78.0,89.0,4457.0,4468.0,90.0,101.0,4469.0,4480.0,verb.emotion,1,True
46,3,secured,52,59,4534,4541,4,45.0,47.0,4527.0,4529.0,,60.0,80.0,4542.0,4562.0,81.0,106.0,4563.0,4588.0,verb.possession,1,True
47,1,beloved,7,14,4597,4604,4,0.0,2.0,4590.0,4592.0,"89,4",15.0,102.0,4605.0,4692.0,,,,,verb.emotion,1,True
48,4,succeeded,90,99,4784,4793,4,87.0,89.0,4781.0,4783.0,,116.0,157.0,4810.0,4851.0,,,,,verb.social,1,True
49,1,reigned,7,14,4860,4867,4,0.0,2.0,4853.0,4855.0,,,,,,,,,,verb.motion,1,True
50,1,saw,24,27,5046,5049,4,18.0,23.0,5040.0,5045.0,,28.0,54.0,5050.0,5076.0,,,,,verb.perception,1,True
51,1,bowed,26,31,5104,5109,94,0.0,10.0,5078.0,5088.0,,37.0,45.0,5115.0,5123.0,46.0,64.0,5124.0,5142.0,verb.motion,1,True
53,2,stop,50,54,5273,5277,31,4.0,15.0,5227.0,5238.0,,,,,,,,,,verb.motion,1,True
55,1,finished,16,24,5357,5365,31,0.0,12.0,5341.0,5353.0,,,,,,,,,,verb.change,1,True
56,0,mounted,8,15,5376,5383,31,0.0,2.0,5368.0,5370.0,,16.0,65.0,5384.0,5433.0,,,,,verb.contact,1,True
57,0,saw,35,38,5470,5473,"96,97",5.0,34.0,5440.0,5469.0,,39.0,43.0,5474.0,5478.0,,,,,verb.cognition,1,True
59,2,tried,59,64,5605,5610,,4.0,12.0,5550.0,5558.0,7,65.0,77.0,5611.0,5623.0,,,,,verb.social,1,True
60,1,ride,44,48,5669,5673,102,26.0,40.0,5651.0,5665.0,7,49.0,62.0,5674.0,5687.0,,,,,verb.motion,1,True
61,5,fell,112,116,5801,5805,103,107.0,111.0,5796.0,5800.0,,117.0,130.0,5806.0,5819.0,,,,,verb.motion,1,True
62,1,seated,61,67,5882,5888,"105,97",26.0,48.0,5847.0,5869.0,,,,,,,,,,verb.contact,1,True
63,0,flew,11,15,5922,5926,94,0.0,10.0,5911.0,5921.0,,50.0,88.0,5961.0,5999.0,129.0,151.0,6040.0,6062.0,verb.motion,1,True
65,1,recognized,10,20,6162,6172,,0.0,4.0,6152.0,6156.0,111,21.0,60.0,6173.0,6212.0,,,,,verb.cognition,1,True
66,1,preserved,41,50,6255,6264,97,0.0,13.0,6214.0,6227.0,,51.0,55.0,6265.0,6269.0,56.0,86.0,6270.0,6300.0,verb.change,1,True
