clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The bonze/the bonze,4,11,39,50,The bonze,male,1.0,primary
the farmer/The farmer,3,6,4,10,the farmer,male,1.0,tertiary
a farmer who had carted pears to market,0,1,4,5,a farmer who had carted pears to market,male,1.0,tertiary
An artisan,11,1,4,5,An artisan,male,1.0,tertiary
the bystanders/The bystanders,7,2,0,2,the bystanders,unknown,0.0,tertiary
A bonze with a torn cap and tattered robe,2,1,0,1,A bonze with a torn cap and tattered robe,unknown,0.0,tertiary
the folk in the market place,16,1,0,1,the folk in the market place,unknown,0.0,tertiary
A pair of curiosity seekers,18,1,0,1,A pair of curiosity seekers,unknown,0.0,tertiary
the crowd,27,1,0,1,the crowd,unknown,0.0,tertiary
the whole crowd,33,1,0,1,the whole crowd,unknown,0.0,tertiary
