sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label,major_event
0,1,felt,101,105,101,105,10,60.0,67.0,60.0,67.0,,106.0,117.0,106.0,117.0,118.0,155.0,,,verb.emotion,1,True
1,0,decided,3,10,160,167,10,0.0,2.0,157.0,159.0,10,11.0,72.0,168.0,229.0,,,,,verb.cognition,1,True
2,0,emigrated,7,16,237,246,10,4.0,6.0,234.0,236.0,,,,,,,,,,verb.motion,1,True
4,1,hail,19,23,431,435,20,6.0,11.0,418.0,423.0,,,,,,,,,,verb.motion,1,True
5,4,warming,61,68,499,506,,6.0,15.0,444.0,453.0,19,69.0,76.0,507.0,514.0,77.0,94.0,515.0,532.0,verb.contact,1,True
6,1,said,24,28,558,562,20,0.0,21.0,534.0,555.0,"21,20",29.0,49.0,563.0,583.0,,,,,verb.communication,1,True
7,6,said,107,111,692,696,"22,20",1.0,104.0,586.0,689.0,22,112.0,121.0,697.0,706.0,,,,,verb.communication,1,True
8,3,handed,96,102,804,810,"23,22",0.0,49.0,708.0,757.0,22,103.0,105.0,811.0,813.0,,,,,verb.possession,1,True
9,1,pressed,25,32,847,854,23,0.0,2.0,822.0,824.0,,33.0,35.0,855.0,857.0,36.0,93.0,858.0,915.0,verb.contact,1,True
10,3,said,56,60,973,977,,1.0,53.0,918.0,970.0,23,61.0,63.0,978.0,980.0,,,,,verb.communication,1,True
11,1,continued,18,27,1000,1009,23,15.0,17.0,997.0,999.0,,,,,,,,,,verb.communication,1,True
12,1,scratched,19,28,1069,1078,37,5.0,13.0,1055.0,1063.0,,29.0,31.0,1079.0,1081.0,,,,,verb.contact,1,True
15,0,piled,22,27,1166,1171,"38,39,22",1.0,21.0,1145.0,1165.0,,28.0,30.0,1172.0,1174.0,34.0,74.0,1178.0,1218.0,verb.contact,1,True
16,2,built,76,81,1296,1301,22,68.0,73.0,1288.0,1293.0,,,,,,,,,,verb.creation,1,True
17,1,confirmed,17,26,1328,1337,23,5.0,12.0,1316.0,1323.0,,27.0,31.0,1338.0,1342.0,,,,,verb.cognition,1,True
18,2,gave,40,44,1452,1456,22,37.0,39.0,1449.0,1451.0,,45.0,49.0,1457.0,1461.0,,,,,verb.possession,1,True
19,1,gave,28,32,1573,1577,30,0.0,7.0,1545.0,1552.0,"30,7",33.0,35.0,1578.0,1580.0,,,,,verb.possession,1,True
20,1,clasped,32,39,1646,1653,7,28.0,31.0,1642.0,1645.0,,40.0,42.0,1654.0,1656.0,43.0,85.0,1657.0,1699.0,verb.contact,1,True
