sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"She wears a dress of heavy, rich silk, with large flowers worked on it; ",wears,BEFORE, and it rustles when she moves. ,moves,2,3,0,1
 and it rustles when she moves. ,moves,BEFORE,And then she can tell the most wonderful stories. ,tell,3,4,1,1
And then she can tell the most wonderful stories. ,tell,AFTER,"Grandmother knows a great deal, for she was alive before father and mother--that's quite certain. ",knows,4,5,1,0
"Grandmother knows a great deal, for she was alive before father and mother--that's quite certain. ",knows,AFTER,"She has a hymn-book with large silver clasps, in which she often reads; ",has,5,6,0,0
"She has a hymn-book with large silver clasps, in which she often reads; ",has,BEFORE,"She has a hymn-book with large silver clasps, in which she often reads; ",reads,6,6,0,1
"She has a hymn-book with large silver clasps, in which she often reads; ",reads,BEFORE," it is not so pretty as the roses which are standing in the glass, and yet she smiles at it most pleasantly, and tears even come into her eyes. ",smiles,6,8,1,3
" it is not so pretty as the roses which are standing in the glass, and yet she smiles at it most pleasantly, and tears even come into her eyes. ",smiles,BEFORE," it is not so pretty as the roses which are standing in the glass, and yet she smiles at it most pleasantly, and tears even come into her eyes. ",come,8,8,3,4
" it is not so pretty as the roses which are standing in the glass, and yet she smiles at it most pleasantly, and tears even come into her eyes. ",come,BEFORE,"""I wonder why grandmother looks at the withered flower in the old book that way? ",wonder,8,9,4,0
"""I wonder why grandmother looks at the withered flower in the old book that way? ",wonder,AFTER,"""I wonder why grandmother looks at the withered flower in the old book that way? ",looks,9,9,0,1
"""I wonder why grandmother looks at the withered flower in the old book that way? ",looks,BEFORE,"Do you know?"" ",know,9,10,1,1
"Do you know?"" ",know,AFTER,"Why, when grandmother's tears fall upon the rose, and she is looking at it, the rose revives, and fills the room with its fragrance; ",fall,10,11,1,0
"Why, when grandmother's tears fall upon the rose, and she is looking at it, the rose revives, and fills the room with its fragrance; ",fall,BEFORE,"Why, when grandmother's tears fall upon the rose, and she is looking at it, the rose revives, and fills the room with its fragrance; ",looking,11,11,0,2
"Why, when grandmother's tears fall upon the rose, and she is looking at it, the rose revives, and fills the room with its fragrance; ",looking,BEFORE," but the eyes, those mild, saintly eyes, are the same,--they have been left to grandmother. ",left,11,14,2,3
" but the eyes, those mild, saintly eyes, are the same,--they have been left to grandmother. ",left,BEFORE,"At her side sits a young man, tall and strong; ",sits,14,15,3,0
"At her side sits a young man, tall and strong; ",sits,BEFORE, he gives her a rose and she smiles. ,gives,15,16,0,0
 he gives her a rose and she smiles. ,gives,BEFORE, he gives her a rose and she smiles. ,smiles,16,16,0,1
 he gives her a rose and she smiles. ,smiles,BEFORE,Grandmother cannot smile like that now. ,smile,16,17,1,1
Grandmother cannot smile like that now. ,smile,BEFORE,"Yes, she is smiling at the memory of that day, and many thoughts and recollections of the past; ",smiling,17,18,1,1
"Yes, she is smiling at the memory of that day, and many thoughts and recollections of the past; ",smiling,BEFORE," but the handsome young man is gone, and the rose has withered in the old book, and grandmother is sitting there, again an old woman, looking down upon the withered rose in the book. ",sitting,18,19,1,5
" but the handsome young man is gone, and the rose has withered in the old book, and grandmother is sitting there, again an old woman, looking down upon the withered rose in the book. ",sitting,BEFORE," but the handsome young man is gone, and the rose has withered in the old book, and grandmother is sitting there, again an old woman, looking down upon the withered rose in the book. ",looking,19,19,5,6
" but the handsome young man is gone, and the rose has withered in the old book, and grandmother is sitting there, again an old woman, looking down upon the withered rose in the book. ",looking,AFTER,"She had been sitting in her arm-chair, telling us a long, beautiful tale; ",sitting,19,21,6,2
"She had been sitting in her arm-chair, telling us a long, beautiful tale; ",sitting,BEFORE,"She had been sitting in her arm-chair, telling us a long, beautiful tale; ",telling,21,21,2,3
"She had been sitting in her arm-chair, telling us a long, beautiful tale; ",telling,BEFORE," and when it was finished, she said she was tired, and leaned her head back to sleep awhile. ",said,21,22,3,2
" and when it was finished, she said she was tired, and leaned her head back to sleep awhile. ",said,AFTER," and when it was finished, she said she was tired, and leaned her head back to sleep awhile. ",leaned,22,22,2,4
" and when it was finished, she said she was tired, and leaned her head back to sleep awhile. ",leaned,BEFORE," and when it was finished, she said she was tired, and leaned her head back to sleep awhile. ",sleep,22,22,4,5
" and when it was finished, she said she was tired, and leaned her head back to sleep awhile. ",sleep,BEFORE,We could hear her gentle breathing as she slept; ,hear,22,23,5,1
We could hear her gentle breathing as she slept; ,hear,AFTER,We could hear her gentle breathing as she slept; ,slept,23,23,1,2
We could hear her gentle breathing as she slept; ,slept,BEFORE,"She smiled once more, and then people said she was dead. ",smiled,23,26,2,0
"She smiled once more, and then people said she was dead. ",smiled,BEFORE,"She smiled once more, and then people said she was dead. ",said,26,26,0,1
"She smiled once more, and then people said she was dead. ",said,AFTER,"She was laid in a black coffin, looking mild and beautiful in the white folds of the shrouded linen, though her eyes were closed; ",laid,26,27,1,1
"She was laid in a black coffin, looking mild and beautiful in the white folds of the shrouded linen, though her eyes were closed; ",laid,BEFORE,"She was laid in a black coffin, looking mild and beautiful in the white folds of the shrouded linen, though her eyes were closed; ",looking,27,27,1,2
"She was laid in a black coffin, looking mild and beautiful in the white folds of the shrouded linen, though her eyes were closed; ",looking,BEFORE," but every wrinkle had vanished, her hair looked white and silvery, and around her mouth lingered a sweet smile. ",looked,27,28,2,2
" but every wrinkle had vanished, her hair looked white and silvery, and around her mouth lingered a sweet smile. ",looked,BEFORE,"We did not feel at all afraid to look at the corpse of her who had been such a dear, good grandmother. ",feel,28,29,2,1
