clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
grandmother/Grandmother,0,5,37,42,grandmother,female,1.0,primary
The dead/the dead,23,3,2,5,The dead,unknown,0.0,tertiary
grandmother,33,5,0,5,grandmother,female,1.0,tertiary
people,14,1,2,3,people,group/nonbinary,1.0,tertiary
the nightingale,18,2,0,2,the nightingale,unknown,0.0,tertiary
dear grandmother,31,1,1,2,dear grandmother,female,1.0,tertiary
a young man,9,1,1,2,a young man,male,1.0,tertiary
the handsome young man,10,1,0,1,the handsome young man,male,1.0,tertiary
an old woman,12,1,0,1,an old woman,female,1.0,tertiary
father,3,1,0,1,father,male,1.0,tertiary
a charming maiden,8,1,0,1,a charming maiden,female,1.0,tertiary
the dead one,21,1,0,1,the dead one,unknown,0.0,tertiary
mother,4,1,0,1,mother,female,1.0,tertiary
every child,24,1,0,1,every child,unknown,0.0,tertiary
a dead person among us,26,1,0,1,a dead person among us,unknown,0.0,tertiary
old grandmother,30,1,0,1,old grandmother,female,1.0,tertiary
Eyes,1,1,0,1,Eyes,unknown,0.0,tertiary
"a dear , good grandmother",15,1,0,1,"a dear , good grandmother",female,1.0,tertiary
