sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label
1,1,observed,32,40,166,174,5,24.0,27.0,158.0,161.0,,,,,,,,,,verb.perception,1
1,3,retiring,62,70,196,204,5,24.0,27.0,158.0,161.0,,,,,,,,,,verb.change,1
2,1,seemed,45,51,251,257,,,,,,5,52.0,137.0,258.0,343.0,,,,,verb.perception,1
2,2,prefer,60,66,266,272,5,0.0,3.0,206.0,209.0,5,67.0,137.0,273.0,343.0,,,,,verb.emotion,1
3,1,leave,19,24,364,369,5,9.0,12.0,354.0,357.0,"16,5",25.0,43.0,370.0,388.0,,,,,verb.motion,1
3,3,fly,54,57,399,402,5,44.0,47.0,389.0,392.0,,,,,,,,,,verb.motion,1
3,5,sit,105,108,450,453,5,44.0,47.0,389.0,392.0,,109.0,126.0,454.0,471.0,,,,,verb.contact,1
4,1,turned,46,52,574,580,5,37.0,45.0,565.0,573.0,,,,,,,,,,verb.motion,1
4,3,invoking,117,125,645,653,5,108.0,111.0,636.0,639.0,5,126.0,145.0,654.0,673.0,,,,,verb.communication,1
4,4,beseeching,151,161,679,689,5,108.0,111.0,636.0,639.0,16,162.0,165.0,690.0,693.0,166.0,188.0,694.0,716.0,verb.communication,1
4,5,lighten,169,176,697,704,16,162.0,165.0,690.0,693.0,5,177.0,188.0,705.0,716.0,,,,,verb.emotion,1
5,0,drew,36,40,754,758,23,31.0,35.0,749.0,753.0,5,41.0,50.0,759.0,768.0,51.0,69.0,769.0,787.0,verb.emotion,1
7,2,visited,60,67,1091,1098,,28.0,48.0,1059.0,1079.0,"32,6",68.0,149.0,1099.0,1180.0,,,,,verb.perception,1
7,3,feared,84,90,1115,1121,,,,,,32,91.0,149.0,1122.0,1180.0,,,,,verb.emotion,1
7,4,fall,94,98,1125,1129,,80.0,83.0,1111.0,1114.0,32,99.0,149.0,1130.0,1180.0,,,,,verb.change,1
