clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
The hunter/the hunter,19,9,35,44,The hunter,male,1.0,primary
the two females,40,2,29,31,the two females,group/nonbinary,1.0,primary
"a hunter in the North , who had a wife and one child--his wife",8,7,21,28,"a hunter in the North , who had a wife and one child's wife",female,1.0,secondary
two strange females,12,1,12,13,two strange females,group/nonbinary,1.0,tertiary
"a hunter in the North , who had a wife and one child",2,1,12,13,"a hunter in the North , who had a wife and one child",female,1.0,tertiary
the females,36,1,9,10,the females,group/nonbinary,1.0,tertiary
the mysterious females,24,1,8,9,the mysterious females,group/nonbinary,1.0,tertiary
The strange females,28,1,3,4,The strange females,group/nonbinary,1.0,tertiary
The hunter/the hunter--your wife,75,2,2,4,The hunter's wife,female,1.0,tertiary
the bereaved by death,69,1,3,4,the bereaved by death,group/nonbinary,1.0,tertiary
the mysterious females--their guests,27,2,1,3,the mysterious females's guests,group/nonbinary,1.0,tertiary
"a hunter in the North , who had a wife and one child's wife--Her husband/her husband",11,2,1,3,"a hunter in the North , who had a wife and one child's wife's husband",female,0.5,tertiary
The inmates,53,1,2,3,The inmates,group/nonbinary,1.0,tertiary
the wife,30,2,0,2,the wife,female,1.0,tertiary
The strange guests,41,1,1,2,The strange guests,group/nonbinary,1.0,tertiary
The hunter/the hunter--the agents of him who sent us . Peace to your dwelling,78,1,0,1,The hunter's agents of him who sent us . Peace to your dwelling,unknown,0.0,tertiary
the Two Spirits,55,1,0,1,the Two Spirits,unknown,0.0,tertiary
many children,57,1,0,1,many children,unknown,0.0,tertiary
all of whom grew up to manhood,58,1,0,1,all of whom grew up to manhood,unknown,0.0,tertiary
a little child,60,1,0,1,a little child,unknown,0.0,tertiary
the Master of Life,74,1,0,1,the Master of Life,unknown,0.0,tertiary
The hunter/the hunter--your two dead sisters,73,1,0,1,The hunter's two dead sisters,female,1.0,tertiary
friends,72,1,0,1,friends,unknown,0.0,tertiary
those who have lost friends,71,1,0,1,those who have lost friends,unknown,0.0,tertiary
the departed,70,1,0,1,the departed,unknown,0.0,tertiary
The hunter/the hunter--my wife,65,1,0,1,The hunter's wife,female,1.0,tertiary
the living,68,1,0,1,the living,unknown,0.0,tertiary
mankind,67,1,0,1,mankind,unknown,0.0,tertiary
total strangers in the country,13,1,0,1,total strangers in the country,unknown,0.0,tertiary
The good hunter,43,1,0,1,The good hunter,unknown,0.0,tertiary
a wife,4,1,0,1,a wife,female,1.0,tertiary
these mysterious visitors,34,1,0,1,these mysterious visitors,unknown,0.0,tertiary
The boy,64,1,0,1,The boy,male,1.0,tertiary
"a hunter in the North , who had a wife and one child's wife--her little child",22,1,0,1,"a hunter in the North , who had a wife and one child's wife's little child",female,1.0,tertiary
The hunter 's wife,20,1,0,1,The hunter 's wife,female,1.0,tertiary
one child,5,1,0,1,one child,unknown,0.0,tertiary
two corpses clothed with garments,63,1,0,1,two corpses clothed with garments,unknown,0.0,tertiary
Merciful Spirit,0,1,0,1,Merciful Spirit,unknown,0.0,tertiary
the Jeebi,1,1,0,1,the Jeebi,unknown,0.0,tertiary
