sentence_id,event_id,event,supersense_category,coref_id_subj,coref_id_dobj
1,5,talked,verb.communication,10,0
2,1,learnt,verb.cognition,10,11
2,1,learnt,verb.cognition,10,10
7,2,hatch,verb.body,22,22
7,5,had,verb.possession,22,24
32,4,said,verb.communication,32,32
34,2,had,verb.perception,32,32
34,4,tell,verb.communication,32,28
35,1,get,verb.communication,32,28
39,0,let,verb.social,28,158
39,2,teach,verb.communication,28,158
40,2,said,verb.communication,33,33
48,0,looked,verb.perception,2,34
52,3,kick,verb.contact,2,34
57,0,said,verb.communication,2,39
61,1,uses,verb.consumption,34,34
71,4,got,verb.body,32,32
73,5,recognized,verb.cognition,32,174
91,2,said,verb.communication,177,48
94,1,wish,verb.emotion,48,180
95,3,said,verb.communication,11,36
95,3,said,verb.communication,181,36
102,1,said,verb.communication,183,50
109,1,chased,verb.contact,4,61
109,4,saying,verb.communication,11,4
109,4,saying,verb.communication,11,63
109,4,saying,verb.communication,4,4
109,4,saying,verb.communication,4,63
109,4,saying,verb.communication,63,4
109,4,saying,verb.communication,63,63
109,5,wish,verb.emotion,63,4
110,0,said,verb.communication,11,4
110,0,said,verb.communication,11,63
110,0,said,verb.communication,4,4
110,0,said,verb.communication,4,63
110,1,wish,verb.emotion,63,4
121,3,marry,verb.social,69,186
128,2,make,verb.creation,187,190
128,2,make,verb.creation,187,187
148,1,looked,verb.perception,58,58
153,0,called,verb.communication,84,5
158,1,looking,verb.perception,88,88
159,1,took,verb.motion,88,4
169,1,hold,verb.communication,4,4
170,0,said,verb.communication,97,4
174,6,telling,verb.communication,4,6
185,0,say,verb.communication,92,92
187,2,suppose,verb.cognition,92,88
187,3,wants,verb.emotion,88,88
187,6,getting,verb.change,88,88
188,1,understand,verb.cognition,92,58
188,2,said,verb.communication,92,58
188,2,said,verb.communication,58,58
189,4,understand,verb.cognition,92,92
190,2,say,verb.communication,92,58
191,4,done,verb.social,173,92
195,1,take,verb.possession,92,58
196,2,telling,verb.communication,58,92
196,5,see,verb.perception,173,173
196,5,see,verb.perception,173,210
198,0,think,verb.cognition,58,58
198,3,said,verb.communication,58,58
212,0,whirled,verb.motion,110,110
212,1,stretched,verb.motion,110,110
212,2,uttered,verb.communication,110,110
220,1,saw,verb.perception,113,4
220,4,carried,verb.contact,113,116
220,4,carried,verb.contact,113,113
220,4,carried,verb.contact,113,58
221,0,wanted,verb.emotion,117,58
221,2,thought,verb.cognition,58,117
221,2,thought,verb.cognition,58,58
221,3,meant,verb.cognition,117,58
221,4,hurt,verb.emotion,117,58
225,2,tumbled,verb.motion,117,122
225,2,tumbled,verb.motion,117,58
225,4,catch,verb.contact,117,58
228,0,lifted,verb.motion,58,58
232,0,recognized,verb.perception,4,127
233,3,peck,verb.contact,127,4
233,6,approach,verb.motion,4,127
236,1,saw,verb.perception,127,58
236,4,meet,verb.motion,127,58
237,2,bowing,verb.motion,129,129
239,0,beheld,verb.cognition,58,58
242,5,discern,verb.perception,58,58
246,0,clapped,verb.contact,135,135
250,1,covered,verb.contact,58,58
252,0,thought,verb.cognition,58,58
252,5,heard,verb.perception,58,58
253,3,raised,verb.motion,58,58
253,4,said,verb.communication,58,217
253,4,said,verb.communication,58,58
