sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label,major_event
0,1,had,39,42,39,42,,29.0,34.0,29.0,34.0,6,43.0,51.0,43.0,51.0,,,,,verb.possession,1,True
1,1,went,28,32,81,85,7,18.0,27.0,71.0,80.0,7,36.0,69.0,89.0,122.0,,,,,verb.motion,1,True
2,1,died,62,66,238,242,"12,10",46.0,56.0,222.0,232.0,,,,,,,,,,verb.change,1,True
3,1,spent,41,46,344,349,13,14.0,40.0,317.0,343.0,"13,12",47.0,66.0,350.0,369.0,67.0,119.0,370.0,422.0,verb.possession,1,True
4,4,enter,79,84,503,508,17,68.0,78.0,492.0,502.0,,85.0,93.0,509.0,517.0,,,,,verb.motion,1,True
5,1,forgotten,10,19,576,585,20,6.0,9.0,572.0,575.0,20,20.0,22.0,586.0,588.0,,,,,verb.cognition,1,True
6,0,asked,0,5,591,596,,,,,,20,6.0,13.0,597.0,604.0,,,,,verb.communication,1,True
7,1,forget,9,15,615,621,20,1.0,2.0,607.0,608.0,"138,20",16.0,43.0,622.0,649.0,,,,,verb.cognition,1,True
8,3,returned,55,63,728,736,21,48.0,49.0,721.0,722.0,,64.0,68.0,737.0,741.0,69.0,107.0,742.0,780.0,verb.motion,1,True
9,1,tell,25,29,807,811,,20.0,24.0,802.0,806.0,"143,21",30.0,32.0,812.0,814.0,33.0,47.0,815.0,829.0,verb.communication,1,True
10,2,counted,13,20,867,874,21,0.0,1.0,854.0,855.0,21,21.0,44.0,875.0,898.0,45.0,79.0,899.0,933.0,verb.cognition,1,True
11,2,left,57,61,993,997,143,54.0,56.0,990.0,992.0,21,62.0,65.0,998.0,1001.0,67.0,104.0,1003.0,1040.0,verb.possession,1,True
12,1,go,15,17,1081,1083,21,0.0,3.0,1066.0,1069.0,,18.0,23.0,1084.0,1089.0,,,,,verb.motion,1,True
