sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,event_label
0,1,governed,25,33,25,33,,15.0,20.0,15.0,20.0,12,34.0,45.0,34.0,45.0,47.0,139.0,,,verb.social,1
2,1,called,51,57,350,356,12,44.0,46.0,343.0,345.0,"285,14",58.0,113.0,357.0,412.0,,,,,verb.communication,1
3,1,surpassed,60,69,475,484,33,53.0,55.0,468.0,470.0,35,70.0,91.0,485.0,506.0,,,,,verb.social,1
3,3,named,100,105,515,520,33,93.0,95.0,508.0,510.0,"286,15",106.0,157.0,521.0,572.0,,,,,verb.communication,1
4,0,led,18,21,593,596,36,0.0,12.0,575.0,587.0,,22.0,33.0,597.0,608.0,35.0,83.0,610.0,658.0,verb.motion,1
4,1,enjoying,46,54,621,629,36,0.0,12.0,575.0,587.0,36,55.0,83.0,630.0,658.0,,,,,verb.consumption,1
4,3,pursued,139,146,714,721,37,134.0,138.0,709.0,713.0,37,147.0,158.0,722.0,733.0,,,,,verb.social,1
5,0,came,25,29,799,803,39,8.0,24.0,782.0,798.0,"40,39",30.0,44.0,804.0,818.0,,,,,verb.motion,1
5,1,said,71,75,845,849,39,8.0,24.0,782.0,798.0,"16,288",78.0,210.0,852.0,984.0,,,,,verb.communication,1
5,2,see,98,101,872,875,16,96.0,97.0,870.0,871.0,288,102.0,210.0,876.0,984.0,,,,,verb.perception,1
5,4,return,179,185,953,959,288,175.0,178.0,949.0,952.0,,,,,,,,,,verb.motion,1
5,5,come,190,194,964,968,288,186.0,189.0,960.0,963.0,,195.0,200.0,969.0,974.0,,,,,verb.motion,1
6,1,take,36,40,1022,1026,,,,,,16,41.0,57.0,1027.0,1043.0,,,,,verb.motion,1
9,1,try,9,12,1309,1312,288,5.0,8.0,1305.0,1308.0,,13.0,37.0,1313.0,1337.0,,,,,verb.social,1
9,4,go,49,51,1349,1351,16,42.0,43.0,1342.0,1343.0,,,,,,,,,,verb.motion,1
9,5,fish,56,60,1356,1360,16,42.0,43.0,1342.0,1343.0,,,,,,,,,,verb.consumption,1
10,0,listened,20,28,1394,1402,16,0.0,19.0,1374.0,1393.0,"16,40",40.0,54.0,1414.0,1428.0,,,,,verb.perception,1
