sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Long, long ago Japan was governed by Hohodemi, the fourth Mikoto (or Augustness) in descent from the illustrious Amaterasu, the Sun Goddess. ",governed,BEFORE,"Because of his matchless skill as a hunter, he was called ""Yama-sachi-hiko"" or ""The Happy Hunter of the Mountains."" ",called,0,2,1,1
"Because of his matchless skill as a hunter, he was called ""Yama-sachi-hiko"" or ""The Happy Hunter of the Mountains."" ",called,BEFORE,"His elder brother was a very skillful fisher, and as he far surpassed all rivals in fishing, he was named ""Umi-sachi-hiko"" or the ""Skillful Fisher of the Sea."" ",surpassed,2,3,1,1
"His elder brother was a very skillful fisher, and as he far surpassed all rivals in fishing, he was named ""Umi-sachi-hiko"" or the ""Skillful Fisher of the Sea."" ",surpassed,BEFORE,"The brothers thus led happy lives, thoroughly enjoying their respective occupations, and the days passed quickly and pleasantly while each pursued his own way, the one hunting and the other fishing. ",led,3,4,1,0
"The brothers thus led happy lives, thoroughly enjoying their respective occupations, and the days passed quickly and pleasantly while each pursued his own way, the one hunting and the other fishing. ",led,BEFORE,"One day the Happy Hunter came to his brother, the Skillful Fisher, and said: ""Well, my brother, I see you go to the sea every day with your fishing rod in your hand, and when you return you come laden with fish. ",return,4,5,0,4
"One day the Happy Hunter came to his brother, the Skillful Fisher, and said: ""Well, my brother, I see you go to the sea every day with your fishing rod in your hand, and when you return you come laden with fish. ",return,BEFORE,"And as for me, it is my pleasure to take my bow and arrow and to hunt the wild animals up the mountains and down in the valleys. ",take,5,6,4,1
"And as for me, it is my pleasure to take my bow and arrow and to hunt the wild animals up the mountains and down in the valleys. ",take,BEFORE,"Will you try hunting in the mountains and I will go and fish in the sea?"" ",fish,6,9,1,5
"Will you try hunting in the mountains and I will go and fish in the sea?"" ",fish,BEFORE,"The Skillful Fisher listened in silence to his brother, and for a moment was thoughtful, but at last he answered: ""O yes, why not? ",answered,9,10,5,2
"The Skillful Fisher listened in silence to his brother, and for a moment was thoughtful, but at last he answered: ""O yes, why not? ",answered,BEFORE,"Give me your bow and arrow and I will set out at once for the mountains and hunt for game."" ",Give,10,12,2,0
"Give me your bow and arrow and I will set out at once for the mountains and hunt for game."" ",Give,BEFORE,"So the matter was settled by this talk, and the two brothers each started out to try the other's occupation, little dreaming of all that would happen. ",try,12,13,0,3
"So the matter was settled by this talk, and the two brothers each started out to try the other's occupation, little dreaming of all that would happen. ",try,AFTER,"It was very unwise of them, for the Happy Hunter knew nothing of fishing, and the Skillful Fisher, who was bad tempered, knew as much about hunting. ",knew,13,14,3,1
"It was very unwise of them, for the Happy Hunter knew nothing of fishing, and the Skillful Fisher, who was bad tempered, knew as much about hunting. ",knew,BEFORE,The Happy Hunter took his brother's much-prized fishing hook and rod and went down to the seashore and sat down on the rocks. ,took,14,15,1,0
The Happy Hunter took his brother's much-prized fishing hook and rod and went down to the seashore and sat down on the rocks. ,took,BEFORE,He baited his hook and then threw it into the sea clumsily. ,baited,15,16,0,0
He baited his hook and then threw it into the sea clumsily. ,baited,BEFORE,"He sat and gazed at the little float bobbing up and down in the water, and longed for a good fish to come and be caught. ",longed,16,17,0,3
"He sat and gazed at the little float bobbing up and down in the water, and longed for a good fish to come and be caught. ",longed,BEFORE,"If he had known how to fish properly, he would have been able to catch plenty of fish, but although he was the greatest hunter in the land he could not help being the most bungling fisher. ",help,17,19,3,9
"If he had known how to fish properly, he would have been able to catch plenty of fish, but although he was the greatest hunter in the land he could not help being the most bungling fisher. ",help,AFTER,"The whole day passed in this way, while he sat on the rocks holding the fishing rod and waiting in vain for his luck to turn. ",sat,19,20,9,1
"The whole day passed in this way, while he sat on the rocks holding the fishing rod and waiting in vain for his luck to turn. ",sat,BEFORE, still he had caught not a single fish. ,caught,20,22,1,1
 still he had caught not a single fish. ,caught,BEFORE,"Drawing up his line for the last time before going home, he found that he had lost his hook without even knowing when he had dropped it. ",lost,22,23,1,4
"Drawing up his line for the last time before going home, he found that he had lost his hook without even knowing when he had dropped it. ",lost,BEFORE,"He now began to feel extremely anxious, for he knew that his brother would be angry at his having lost his hook, for, it being his only one, he valued it above all other things. ",lost,23,24,4,6
"He now began to feel extremely anxious, for he knew that his brother would be angry at his having lost his hook, for, it being his only one, he valued it above all other things. ",lost,BEFORE,"The Happy Hunter now set to work to look among the rocks and on the sand for the lost hook, and while he was searching to and fro, his brother, the Skillful Fisher, arrived on the scene. ",look,24,25,6,2
"The Happy Hunter now set to work to look among the rocks and on the sand for the lost hook, and while he was searching to and fro, his brother, the Skillful Fisher, arrived on the scene. ",look,AFTER,"He had failed to find any game while hunting that day, and was not only in a bad temper, but looked fearfully cross. ",looked,25,26,2,5
"He had failed to find any game while hunting that day, and was not only in a bad temper, but looked fearfully cross. ",looked,BEFORE,"When he saw the Happy Hunter searching about on the shore he knew that something must have gone wrong, so he said at once: ""What are you doing, my brother?"" ",said,26,27,5,6
"When he saw the Happy Hunter searching about on the shore he knew that something must have gone wrong, so he said at once: ""What are you doing, my brother?"" ",said,BEFORE,"The Happy Hunter went forward timidly, for he feared his brother's anger, and said: ""Oh, my brother, I have indeed done badly."" ",said,27,28,6,2
"The Happy Hunter went forward timidly, for he feared his brother's anger, and said: ""Oh, my brother, I have indeed done badly."" ",said,AFTER,"""What is the matter?-what have you done?"" ",done,28,29,2,2
"""What is the matter?-what have you done?"" ",done,BEFORE,asked the elder brother impatiently. ,asked,29,30,2,0
asked the elder brother impatiently. ,asked,AFTER,"""I have lost your precious fishing hook-"" While he was still speaking his brother stopped him, and cried out fiercely: ""Lost my hook! ",lost,30,31,0,1
"""I have lost your precious fishing hook-"" While he was still speaking his brother stopped him, and cried out fiercely: ""Lost my hook! ",lost,AFTER,It is just what I expected. ,expected,31,32,1,1
