clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the Happy Hunter/The Happy Hunter,17,47,266,313,the Happy Hunter,male,1.0,primary
The Skillful Fisher/the Skillful Fisher,16,14,50,64,The Skillful Fisher,male,1.0,tertiary
the Sea King/The Sea King,92,18,44,62,the Sea King,male,1.0,tertiary
the Happy Hunter/The Happy Hunter--his brother,40,31,27,58,the Happy Hunter's brother,male,1.0,tertiary
King/King Ryn Jin/Ryn Jin,19,22,32,54,King,male,1.0,tertiary
TAI/O TAI/the TAI/The TAI/TAI SAN,24,12,34,46,TAI,male,1.0,tertiary
the Mikoto/the Augustness/Augustness/the Mikoto or Augustness/Mikoto,13,14,18,32,the Mikoto,male,1.0,tertiary
the two ladies/The two ladies,106,2,23,25,the two ladies,female,1.0,tertiary
The Skillful Fisher/the Skillful Fisher--my brother,288,10,14,24,The Skillful Fisher's brother,male,1.0,tertiary
The old man/the old man,73,6,11,17,The old man,male,1.0,tertiary
the Happy Hunter/The Happy Hunter,39,8,6,14,the Happy Hunter,male,1.0,tertiary
the Skillful Fisher,54,1,12,13,the Skillful Fisher,male,1.0,tertiary
Hohodemi,12,5,6,11,Hohodemi,male,1.0,tertiary
the unhappy young man,76,1,9,10,the unhappy young man,male,1.0,tertiary
the august grandson of Amaterasu,356,1,9,10,the august grandson of Amaterasu,male,1.0,tertiary
the King,153,6,4,10,the King,male,1.0,tertiary
The TAI/the TAI,368,4,5,9,The TAI,male,1.0,tertiary
Ryn Gu,20,4,5,9,Ryn Gu,unknown,0.0,tertiary
Princess Tayotama/Tayotama,22,4,5,9,Princess Tayotama,female,1.0,tertiary
All the fishes,173,1,7,8,All the fishes,group/nonbinary,1.0,tertiary
these two lovely princesses,103,1,7,8,these two lovely princesses,female,1.0,tertiary
the Happy Hunter/The Happy Hunter--his host,147,2,5,7,the Happy Hunter's host,unknown,0.0,tertiary
"King/King Ryn Jin/Ryn Jin--all his courtiers and the servants of the Palace , and the chief fish of the sea",129,1,6,7,"King's his courtiers and the servants of the Palace , and the chief fish of the sea",group/nonbinary,1.0,tertiary
the Happy Hunter/The Happy Hunter--his angry brother,63,2,4,6,the Happy Hunter's angry brother,male,1.0,tertiary
The younger Princess,120,1,5,6,The younger Princess,female,1.0,tertiary
The two Princesses/the two Princesses,163,3,3,6,The two Princesses,female,1.0,tertiary
the Dragon King of the Sea/The Dragon King of the Sea,306,5,0,5,the Dragon King of the Sea,male,1.0,tertiary
Tamayori/the Princess Tamayori,23,5,0,5,Tamayori,unknown,0.0,tertiary
your father,336,1,4,5,your father,male,1.0,tertiary
the damsel who had spoken first,115,1,3,4,the damsel who had spoken first,female,1.0,tertiary
the distressed man,77,1,3,4,the distressed man,male,1.0,tertiary
the Happy Hunter/The Happy Hunter--his friend,87,3,1,4,the Happy Hunter's friend,male,1.0,tertiary
