sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Three brothers were left destitute, by the death of their parents, at an early age. ",left,BEFORE,"The eldest was not yet able to provide fully for their support, but he did all that he could in hunting. ",provide,0,1,1,1
"The eldest was not yet able to provide fully for their support, but he did all that he could in hunting. ",provide,BEFORE,"The eldest was not yet able to provide fully for their support, but he did all that he could in hunting. ",did,1,1,1,2
"The eldest was not yet able to provide fully for their support, but he did all that he could in hunting. ",did,BEFORE,"With this aid, and the stock of provisions already laid by in the lodge, they managed to keep along. ",managed,1,2,2,1
"With this aid, and the stock of provisions already laid by in the lodge, they managed to keep along. ",managed,BEFORE,"They had no neighbors to lend them a helping hand, for the father had withdrawn many years before from the body of the tribe, and had lived ever since in a solitary place. ",had,2,3,1,0
"They had no neighbors to lend them a helping hand, for the father had withdrawn many years before from the body of the tribe, and had lived ever since in a solitary place. ",had,BEFORE,"They had no neighbors to lend them a helping hand, for the father had withdrawn many years before from the body of the tribe, and had lived ever since in a solitary place. ",lend,3,3,0,1
"They had no neighbors to lend them a helping hand, for the father had withdrawn many years before from the body of the tribe, and had lived ever since in a solitary place. ",lend,AFTER,"They had no neighbors to lend them a helping hand, for the father had withdrawn many years before from the body of the tribe, and had lived ever since in a solitary place. ",withdrawn,3,3,1,4
"They had no neighbors to lend them a helping hand, for the father had withdrawn many years before from the body of the tribe, and had lived ever since in a solitary place. ",withdrawn,BEFORE,The lads had no idea that there was a human being near them. ,had,3,4,4,0
The lads had no idea that there was a human being near them. ,had,AFTER,They did not even know who their parents had been. ,know,4,5,0,1
They did not even know who their parents had been. ,know,BEFORE,"At the time of their death, the eldest was too young to remember it. ",remember,5,6,1,1
"At the time of their death, the eldest was too young to remember it. ",remember,BEFORE,"Forlorn as they were, they however kept a good heart, and making use of every chance, in course of time they all acquired a knowledge of hunting and the pursuit of game. ",making,6,7,1,2
"Forlorn as they were, they however kept a good heart, and making use of every chance, in course of time they all acquired a knowledge of hunting and the pursuit of game. ",making,BEFORE,"Forlorn as they were, they however kept a good heart, and making use of every chance, in course of time they all acquired a knowledge of hunting and the pursuit of game. ",acquired,7,7,2,3
"Forlorn as they were, they however kept a good heart, and making use of every chance, in course of time they all acquired a knowledge of hunting and the pursuit of game. ",acquired,BEFORE,"The eldest became expert in the craft of the forest, and he was very successful in procuring food. ",became,7,8,3,0
"The eldest became expert in the craft of the forest, and he was very successful in procuring food. ",became,BEFORE,"He was noted for his skill in killing buffalo, elk, and moose. ",killing,8,9,0,2
"He was noted for his skill in killing buffalo, elk, and moose. ",killing,BEFORE,"He instructed his brothers, so that each should become a master over a particular animal which was assigned to him. ",instructed,9,10,2,0
"He instructed his brothers, so that each should become a master over a particular animal which was assigned to him. ",instructed,AFTER,"He instructed his brothers, so that each should become a master over a particular animal which was assigned to him. ",assigned,10,10,0,4
"He instructed his brothers, so that each should become a master over a particular animal which was assigned to him. ",assigned,BEFORE,"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",become,10,11,4,1
"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",become,AFTER,"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",hunt,11,11,1,2
"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",hunt,BEFORE,"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",proposed,11,11,2,4
"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",proposed,BEFORE,"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",leave,11,11,4,5
"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",leave,BEFORE,"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",go,11,11,5,6
"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",go,BEFORE,"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",promising,11,11,6,7
"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",promising,BEFORE,"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",procure,11,11,7,10
"After they had become able to hunt and to take care of themselves, the elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives. ",procure,BEFORE,"In this intention he was overruled by his brothers, who said that they could not part with him. ",said,11,12,10,2
"In this intention he was overruled by his brothers, who said that they could not part with him. ",said,AFTER,"In this intention he was overruled by his brothers, who said that they could not part with him. ",part,12,12,2,4
"In this intention he was overruled by his brothers, who said that they could not part with him. ",part,BEFORE,"Jeekewis, the second, was loud in disapproval of the scheme, saying: ""What will you do with those you propose to get? ",saying,12,13,4,1
"Jeekewis, the second, was loud in disapproval of the scheme, saying: ""What will you do with those you propose to get? ",saying,AFTER,"One day they agreed to kill each a male of that kind of animal, which each was most expert in hunting, for the purpose of making quivers from their skins. ",agreed,13,16,1,0
"One day they agreed to kill each a male of that kind of animal, which each was most expert in hunting, for the purpose of making quivers from their skins. ",agreed,BEFORE,"One day they agreed to kill each a male of that kind of animal, which each was most expert in hunting, for the purpose of making quivers from their skins. ",kill,16,16,0,1
"One day they agreed to kill each a male of that kind of animal, which each was most expert in hunting, for the purpose of making quivers from their skins. ",kill,BEFORE,"One day they agreed to kill each a male of that kind of animal, which each was most expert in hunting, for the purpose of making quivers from their skins. ",making,16,16,1,3
"One day they agreed to kill each a male of that kind of animal, which each was most expert in hunting, for the purpose of making quivers from their skins. ",making,AFTER,They all had a presentiment that something was about to happen which called upon them to be ready. ,had,16,18,3,0
They all had a presentiment that something was about to happen which called upon them to be ready. ,had,BEFORE,"Soon after they hunted on a wager to see who should come in first with game, and have the privilege of acting as entertainer to the others. ",hunted,18,19,0,0
"Soon after they hunted on a wager to see who should come in first with game, and have the privilege of acting as entertainer to the others. ",hunted,BEFORE,"Soon after they hunted on a wager to see who should come in first with game, and have the privilege of acting as entertainer to the others. ",see,19,19,0,1
"Soon after they hunted on a wager to see who should come in first with game, and have the privilege of acting as entertainer to the others. ",see,BEFORE,"Soon after they hunted on a wager to see who should come in first with game, and have the privilege of acting as entertainer to the others. ",have,19,19,1,4
"Soon after they hunted on a wager to see who should come in first with game, and have the privilege of acting as entertainer to the others. ",have,BEFORE,"Maidwa, the youngest, had not gone far before he saw a bear, an animal he was not to kill, by the agreement. ",saw,19,22,4,2
"Maidwa, the youngest, had not gone far before he saw a bear, an animal he was not to kill, by the agreement. ",saw,AFTER,"Maidwa, the youngest, had not gone far before he saw a bear, an animal he was not to kill, by the agreement. ",kill,22,22,2,4
"Maidwa, the youngest, had not gone far before he saw a bear, an animal he was not to kill, by the agreement. ",kill,BEFORE,"He, however, followed him closely, and driving an arrow through and through him, he brought him to the ground. ",followed,22,23,4,0
"He, however, followed him closely, and driving an arrow through and through him, he brought him to the ground. ",followed,BEFORE,"He, however, followed him closely, and driving an arrow through and through him, he brought him to the ground. ",driving,23,23,0,1
"He, however, followed him closely, and driving an arrow through and through him, he brought him to the ground. ",driving,BEFORE,"He, however, followed him closely, and driving an arrow through and through him, he brought him to the ground. ",brought,23,23,1,2
"He, however, followed him closely, and driving an arrow through and through him, he brought him to the ground. ",brought,AFTER,"Although contrary to the engagement with his brothers, Maidwa commenced skinning him, when suddenly something red tinged the air all around him. ",commenced,23,24,2,0
"Although contrary to the engagement with his brothers, Maidwa commenced skinning him, when suddenly something red tinged the air all around him. ",commenced,BEFORE,"Although contrary to the engagement with his brothers, Maidwa commenced skinning him, when suddenly something red tinged the air all around him. ",skinning,24,24,0,1
"Although contrary to the engagement with his brothers, Maidwa commenced skinning him, when suddenly something red tinged the air all around him. ",skinning,BEFORE,"He rubbed his eyes, thinking he was perhaps deceived. ",rubbed,24,25,1,0
"He rubbed his eyes, thinking he was perhaps deceived. ",rubbed,BEFORE,"He rubbed his eyes, thinking he was perhaps deceived. ",thinking,25,25,0,1
"He rubbed his eyes, thinking he was perhaps deceived. ",thinking,AFTER,"He rubbed his eyes, thinking he was perhaps deceived. ",deceived,25,25,1,3
"He rubbed his eyes, thinking he was perhaps deceived. ",deceived,BEFORE,"But rub as hard as he would, the red hue still crimsoned the air, and tinged every object that he looked on--the tree-tops, the river that flowed, and the deer that glided away along the edge of the forest--with its delicate splendor. ",tinged,25,26,3,3
"But rub as hard as he would, the red hue still crimsoned the air, and tinged every object that he looked on--the tree-tops, the river that flowed, and the deer that glided away along the edge of the forest--with its delicate splendor. ",tinged,AFTER,"But rub as hard as he would, the red hue still crimsoned the air, and tinged every object that he looked on--the tree-tops, the river that flowed, and the deer that glided away along the edge of the forest--with its delicate splendor. ",looked,26,26,3,4
"But rub as hard as he would, the red hue still crimsoned the air, and tinged every object that he looked on--the tree-tops, the river that flowed, and the deer that glided away along the edge of the forest--with its delicate splendor. ",looked,BEFORE,"As he stood musing on this fairy spectacle, a strange noise came to his ear from a distance. ",stood,26,27,4,0
"As he stood musing on this fairy spectacle, a strange noise came to his ear from a distance. ",stood,BEFORE,"As he stood musing on this fairy spectacle, a strange noise came to his ear from a distance. ",musing,27,27,0,1
"As he stood musing on this fairy spectacle, a strange noise came to his ear from a distance. ",musing,BEFORE,"As he stood musing on this fairy spectacle, a strange noise came to his ear from a distance. ",came,27,27,1,2
"As he stood musing on this fairy spectacle, a strange noise came to his ear from a distance. ",came,BEFORE,After following the sound he reached the shore of a lake. ,reached,27,29,2,1
After following the sound he reached the shore of a lake. ,reached,BEFORE,"Floating at a distance upon its waters sat a most beautiful Red Swan, whose plumage glittered in the sun, and when it lifted up its neck, it uttered the peculiar tone he had heard. ",uttered,29,30,1,4
"Floating at a distance upon its waters sat a most beautiful Red Swan, whose plumage glittered in the sun, and when it lifted up its neck, it uttered the peculiar tone he had heard. ",uttered,AFTER,"Floating at a distance upon its waters sat a most beautiful Red Swan, whose plumage glittered in the sun, and when it lifted up its neck, it uttered the peculiar tone he had heard. ",heard,30,30,4,6
"Floating at a distance upon its waters sat a most beautiful Red Swan, whose plumage glittered in the sun, and when it lifted up its neck, it uttered the peculiar tone he had heard. ",heard,BEFORE,"He was within long bow-shot, and, drawing the arrow to his ear, he took a careful aim and discharged the shaft. ",drawing,30,31,6,1
"He was within long bow-shot, and, drawing the arrow to his ear, he took a careful aim and discharged the shaft. ",drawing,BEFORE,"He was within long bow-shot, and, drawing the arrow to his ear, he took a careful aim and discharged the shaft. ",took,31,31,1,2
"He was within long bow-shot, and, drawing the arrow to his ear, he took a careful aim and discharged the shaft. ",took,BEFORE,"He was within long bow-shot, and, drawing the arrow to his ear, he took a careful aim and discharged the shaft. ",discharged,31,31,2,3
"He was within long bow-shot, and, drawing the arrow to his ear, he took a careful aim and discharged the shaft. ",discharged,BEFORE,"He shot again and again, till his quiver was empty, for he longed to possess so glorious a creature. ",shot,31,34,3,0
"He shot again and again, till his quiver was empty, for he longed to possess so glorious a creature. ",shot,AFTER,"He shot again and again, till his quiver was empty, for he longed to possess so glorious a creature. ",longed,34,34,0,2
"He shot again and again, till his quiver was empty, for he longed to possess so glorious a creature. ",longed,AFTER,"He shot again and again, till his quiver was empty, for he longed to possess so glorious a creature. ",possess,34,34,2,3
"He shot again and again, till his quiver was empty, for he longed to possess so glorious a creature. ",possess,BEFORE,"Maidwa ran home, and bringing all the arrows in the lodge, shot them away. ",bringing,34,36,3,1
"Maidwa ran home, and bringing all the arrows in the lodge, shot them away. ",bringing,BEFORE,"Maidwa ran home, and bringing all the arrows in the lodge, shot them away. ",shot,36,36,1,2
"Maidwa ran home, and bringing all the arrows in the lodge, shot them away. ",shot,BEFORE,"He then stood with his bow dropped at his side, lost in wonder, gazing at the beautiful bird. ",stood,36,37,2,0
"He then stood with his bow dropped at his side, lost in wonder, gazing at the beautiful bird. ",stood,AFTER,"He then stood with his bow dropped at his side, lost in wonder, gazing at the beautiful bird. ",dropped,37,37,0,1
"He then stood with his bow dropped at his side, lost in wonder, gazing at the beautiful bird. ",dropped,BEFORE,"He then stood with his bow dropped at his side, lost in wonder, gazing at the beautiful bird. ",gazing,37,37,1,3
"He then stood with his bow dropped at his side, lost in wonder, gazing at the beautiful bird. ",gazing,BEFORE,"While standing thus, with a heart beating more and more eagerly every moment for the possession of this fair swan, Maidwa remembered the saying of his elder brother, that in their deceased father's medicine-sack were three magic arrows. ",remembered,37,38,3,2
"While standing thus, with a heart beating more and more eagerly every moment for the possession of this fair swan, Maidwa remembered the saying of his elder brother, that in their deceased father's medicine-sack were three magic arrows. ",remembered,AFTER,"His brother had not told Maidwa that their father, on his death-bed, which he alone had attended, had especially bequeathed the arrows to his youngest son, Maidwa, from whom they had been wrongfully kept. ",told,38,39,2,1
"His brother had not told Maidwa that their father, on his death-bed, which he alone had attended, had especially bequeathed the arrows to his youngest son, Maidwa, from whom they had been wrongfully kept. ",told,AFTER,"His brother had not told Maidwa that their father, on his death-bed, which he alone had attended, had especially bequeathed the arrows to his youngest son, Maidwa, from whom they had been wrongfully kept. ",bequeathed,39,39,1,5
"His brother had not told Maidwa that their father, on his death-bed, which he alone had attended, had especially bequeathed the arrows to his youngest son, Maidwa, from whom they had been wrongfully kept. ",bequeathed,BEFORE,"The thought of the magic arrows put heart in Maidwa, and he hastened with all speed to secure them. ",put,39,40,5,0
"The thought of the magic arrows put heart in Maidwa, and he hastened with all speed to secure them. ",put,BEFORE,"The thought of the magic arrows put heart in Maidwa, and he hastened with all speed to secure them. ",hastened,40,40,0,1
"The thought of the magic arrows put heart in Maidwa, and he hastened with all speed to secure them. ",hastened,BEFORE,"The thought of the magic arrows put heart in Maidwa, and he hastened with all speed to secure them. ",secure,40,40,1,2
"The thought of the magic arrows put heart in Maidwa, and he hastened with all speed to secure them. ",secure,AFTER,"At any other time he would have shrunk from opening his father's medicine-sack, but something prompted him to believe that there was no wrong now. ",shrunk,40,41,2,2
"At any other time he would have shrunk from opening his father's medicine-sack, but something prompted him to believe that there was no wrong now. ",shrunk,BEFORE,"At any other time he would have shrunk from opening his father's medicine-sack, but something prompted him to believe that there was no wrong now. ",opening,41,41,2,3
"At any other time he would have shrunk from opening his father's medicine-sack, but something prompted him to believe that there was no wrong now. ",opening,BEFORE,"At any other time he would have shrunk from opening his father's medicine-sack, but something prompted him to believe that there was no wrong now. ",prompted,41,41,3,4
"At any other time he would have shrunk from opening his father's medicine-sack, but something prompted him to believe that there was no wrong now. ",prompted,BEFORE,"At any other time he would have shrunk from opening his father's medicine-sack, but something prompted him to believe that there was no wrong now. ",believe,41,41,4,5
"At any other time he would have shrunk from opening his father's medicine-sack, but something prompted him to believe that there was no wrong now. ",believe,BEFORE,"Snatching them forth he ran back, not staying to restore the other contents to the sack, but leaving them scattered, here and there, about the lodge. ",staying,41,42,5,2
