clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the willow/The willow,9,2,16,18,the willow,male,1.0,primary
the old willow/The old willow,16,2,6,8,the old willow,male,1.0,secondary
the buckwheat,13,2,2,4,the buckwheat,unknown,0.0,tertiary
The angel of storms,25,1,2,3,The angel of storms,male,1.0,tertiary
the sparrows,22,1,2,3,the sparrows,group/nonbinary,1.0,tertiary
the grain,14,1,1,2,the grain,unknown,0.0,tertiary
God,1,2,0,2,God,unknown,0.0,tertiary
a farmer,3,1,0,1,a farmer,unknown,0.0,tertiary
an aged willow which stood -- and still stands for that matter,4,1,0,1,an aged willow which stood -- and still stands for that matter,unknown,0.0,tertiary
the willow/The willow--my companions,23,1,0,1,the willow's companions,unknown,0.0,tertiary
the flowers,12,1,0,1,the flowers,unknown,0.0,tertiary
Even human beings,27,1,0,1,Even human beings,unknown,0.0,tertiary
old tree,33,1,0,1,old tree,unknown,0.0,tertiary
