sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Their hut was quite hidden by trees, and none saw their beauty but the sun by day, and the moon by night, and the eyes of the stars. ",saw,AFTER,"The old woman kept the girls hard at work, from morning till night, spinning gold flax into yarn, and when one distaff was empty another was given them, so they had no rest. ",spinning,2,3,2,1
"The old woman kept the girls hard at work, from morning till night, spinning gold flax into yarn, and when one distaff was empty another was given them, so they had no rest. ",spinning,BEFORE,"Before she went she gave out work for each day of her absence, and always returned in the night, so that the girls never saw what she brought back with her, neither would she tell them whence the gold flax came, nor what it was to be used for. ",returned,3,5,1,2
"Before she went she gave out work for each day of her absence, and always returned in the night, so that the girls never saw what she brought back with her, neither would she tell them whence the gold flax came, nor what it was to be used for. ",returned,BEFORE,"Now, when the time came round for the old woman to set out on one of these journeys, she gave each maiden work for six days, with the usual warning: ""Children, don't let your eyes wander, and on no account speak to a man, for, if you do, your thread will lose its brightness, and misfortunes of all kinds will follow."" ",let,5,6,2,4
"Now, when the time came round for the old woman to set out on one of these journeys, she gave each maiden work for six days, with the usual warning: ""Children, don't let your eyes wander, and on no account speak to a man, for, if you do, your thread will lose its brightness, and misfortunes of all kinds will follow."" ",let,BEFORE,"They laughed at this oft-repeated caution, saying to each other: ""How can our gold thread lose its brightness, and have we any chance of speaking to a man?"" ",lose,6,7,4,4
"They laughed at this oft-repeated caution, saying to each other: ""How can our gold thread lose its brightness, and have we any chance of speaking to a man?"" ",lose,BEFORE,"Weary of seeking his way, he flung himself down under a tree, leaving his horse to browse at will, and fell asleep. ",seeking,7,9,4,0
"Weary of seeking his way, he flung himself down under a tree, leaving his horse to browse at will, and fell asleep. ",seeking,BEFORE,The sun had set when he awoke and began once more to try and find his way out of the forest. ,awoke,9,10,0,2
The sun had set when he awoke and began once more to try and find his way out of the forest. ,awoke,BEFORE,"At last he perceived a narrow foot-path, which he eagerly followed and found that it led him to a small hut. ",perceived,10,11,2,0
"At last he perceived a narrow foot-path, which he eagerly followed and found that it led him to a small hut. ",perceived,BEFORE,"The maidens, who were sitting at the door of their hut for coolness, saw him approaching, and the two elder were much alarmed, for they remembered the old woman's warning; ",saw,11,12,0,2
"The maidens, who were sitting at the door of their hut for coolness, saw him approaching, and the two elder were much alarmed, for they remembered the old woman's warning; ",saw,AFTER," but the youngest said: ""Never before have I seen anyone like him; ",seen,12,13,2,2
" but the youngest said: ""Never before have I seen anyone like him; ",seen,BEFORE," let me have one look."" ",let,13,14,2,0
" let me have one look."" ",let,BEFORE,"They entreated her to come in, but, seeing that she would not, left her, and the Prince, coming up, courteously greeted the maiden, and told her he had lost his way in the forest and was both hungry and weary. ",told,14,15,0,7
"They entreated her to come in, but, seeing that she would not, left her, and the Prince, coming up, courteously greeted the maiden, and told her he had lost his way in the forest and was both hungry and weary. ",told,BEFORE,"She set food before him, and was so delighted with his conversation that she forgot the old woman's caution, and lingered for hours. ",set,15,16,7,0
"She set food before him, and was so delighted with his conversation that she forgot the old woman's caution, and lingered for hours. ",set,BEFORE,"In the meantime the Prince's companions sought him far and wide, but to no purpose, so they sent two messengers to tell the sad news to the King, who immediately ordered a regiment of cavalry and one of infantry to go and look for him. ",tell,16,17,0,2
"In the meantime the Prince's companions sought him far and wide, but to no purpose, so they sent two messengers to tell the sad news to the King, who immediately ordered a regiment of cavalry and one of infantry to go and look for him. ",tell,BEFORE,"After three days' search, they found the hut. ",found,17,18,2,0
